"magpiecell","basincode"
"SDN.5742",35804
"SDN.5743",35804
"SDN.5744",35804
"SDN.5745",35216
"SDN.5746",35216
"SDN.5747",35804
"SDN.5748",35804
"SDN.5749",35804
"SDN.5750",35804
"SDN.5751",35804
"SDN.5752",35609
"SDN.5753",35609
"SDN.5754",35609
"ZAF.5755",35119
"ZAF.5756",35309
"ZAF.5757",35310
"ZAF.5758",35498
"ZAF.5759",35682
"ZAF.5760",35682
"ZAF.5761",35682
"ZAF.5762",35682
"ZAF.5763",29805
"ZAF.5764",29805
"ZAF.5765",36593
"ZAF.5766",36593
"ZAF.5767",36593
"ZAF.5768",36593
"ZAF.5769",36593
"ZAF.5770",36593
"ZAF.5771",36593
"ZAF.5772",36593
"ZAF.5773",36593
"ZWE.5774",36593
"ZWE.5775",36593
"ZWE.5776",36593
"ZWE.5777",37134
"ZWE.5778",37134
"ZWE.5779",37465
"ZWE.5780",37465
"ZWE.5781",37465
"ZWE.5782",37465
"ZWE.5783",37465
"ZWE.5784",37465
"ZWE.5785",37465
"ZWE.5786",37465
"ZMB.5787",37465
"ZMB.5788",37465
"ZMB.5789",37465
"ZMB.5790",37465
"ZMB.5791",28439
"COD.5792",28439
"ZMB.5793",28439
"ZMB.5794",28439
"ZMB.5795",28439
"ZMB.5796",28439
"ZMB.5797",28439
"ZMB.5798",28439
"ZMB.5799",28439
"ZMB.5800",28439
"COD.5801",28439
"COD.5802",28439
"COD.5803",28439
"TZA.5804",28439
"TZA.5805",28439
"TZA.5806",28439
"BDI.5807",28439
"BDI.5808",35804
"BDI.5809",35804
"BDI.5810",35804
"RWA.5811",35804
"RWA.5812",35804
"UGA.5813",35804
"UGA.5814",35804
"UGA.5815",35804
"COD.5816",35804
"COD.5817",35804
"COD.5818",28439
"COD.5819",28439
"COD.5820",28439
"COD.5821",28439
"COD.5822",28439
"COD.5823",28439
"COD.5824",28439
"SSD.5825",35804
"SSD.5826",35804
"SSD.5827",35804
"SSD.5828",35804
"SSD.5829",35804
"SSD.5830",35804
"SSD.5831",35804
"SSD.5832",35804
"SSD.5833",35804
"SSD.5834",35804
"SSD.5835",35804
"SDN.5836",35804
"SDN.5837",35804
"SDN.5838",35804
"SDN.5839",35804
"SDN.5840",35804
"SDN.5841",35804
"SDN.5842",35804
"SDN.5843",35804
"SDN.5844",35804
"SDN.5845",35804
"SDN.5846",35804
"SDN.5847",35804
"SDN.5848",35804
"SDN.5849",35804
"SDN.5850",35216
"SDN.5851",35804
"SDN.5852",35804
"SDN.5853",35804
"SDN.5854",35804
"SDN.5855",35804
"SDN.5856",35804
"SDN.5857",35804
"SDN.5858",35609
"SDN.5859",35609
"ZAF.5860",35310
"ZAF.5861",35498
"ZAF.5862",35681
"ZAF.5863",35682
"ZAF.5864",35682
"ZAF.5865",35682
"ZAF.5866",35682
"ZAF.5867",36231
"ZAF.5868",29805
"ZAF.5869",36232
"ZAF.5870",36232
"ZAF.5871",36232
"ZAF.5872",36593
"ZAF.5873",36593
"ZAF.5874",36593
"ZAF.5875",36593
"ZAF.5876",36593
"ZWE.5877",36593
"ZWE.5878",36593
"ZWE.5879",36593
"ZWE.5880",37134
"ZWE.5881",37134
"ZWE.5882",37134
"ZWE.5883",37465
"ZWE.5884",37465
"ZWE.5885",37465
"ZWE.5886",37465
"ZWE.5887",37465
"ZWE.5888",37465
"ZWE.5889",37465
"ZWE.5890",37465
"ZMB.5891",37465
"ZMB.5892",37465
"ZMB.5893",37465
"ZMB.5894",37465
"ZMB.5895",37465
"ZMB.5896",28439
"ZMB.5897",28439
"ZMB.5898",28439
"ZMB.5899",28439
"ZMB.5900",28439
"ZMB.5901",28439
"ZMB.5902",28439
"ZMB.5903",28439
"ZMB.5904",28439
"COD.5905",28439
"COD.5906",28439
"TZA.5907",28439
"TZA.5908",28439
"TZA.5909",28439
"TZA.5910",28439
"TZA.5911",28439
"BDI.5912",28439
"BDI.5913",35804
"BDI.5914",35804
"RWA.5915",35804
"RWA.5916",35804
"RWA.5917",35804
"UGA.5918",35804
"UGA.5919",35804
"UGA.5920",35804
"UGA.5921",35804
"COD.5922",35804
"COD.5923",28439
"COD.5924",28439
"COD.5925",28439
"COD.5926",28439
"COD.5927",28439
"SSD.5928",35804
"SSD.5929",35804
"SSD.5930",35804
"SSD.5931",35804
"SSD.5932",35804
"SSD.5933",35804
"SSD.5934",35804
"SSD.5935",35804
"SSD.5936",35804
"SSD.5937",35804
"SSD.5938",35804
"SSD.5939",35804
"SDN.5940",35804
"SDN.5941",35804
"SDN.5942",35804
"SDN.5943",35804
"SDN.5944",35804
"SDN.5945",35804
"SDN.5946",35804
"SDN.5947",35804
"SDN.5948",35804
"SDN.5949",35804
"SDN.5950",35804
"SDN.5951",35804
"SDN.5952",35804
"SDN.5953",35804
"SDN.5954",35804
"SDN.5955",35804
"SDN.5956",35804
"SDN.5957",35804
"SDN.5958",35804
"SDN.5959",35804
"SDN.5960",35804
"SDN.5961",35804
"SDN.5962",35804
"SDN.5963",35804
"ZAF.5964",35498
"ZAF.5965",35681
"ZAF.5966",35682
"ZAF.5967",35682
"ZAF.5968",35682
"ZAF.5969",36227
"ZAF.5970",36231
"ZAF.5971",36231
"ZAF.5972",36231
"ZAF.5973",36232
"ZAF.5974",36232
"ZAF.5975",36593
"ZAF.5976",36593
"ZAF.5977",36593
"ZAF.5978",36593
"ZAF.5979",36593
"ZWE.5980",36593
"ZWE.5981",36593
"ZWE.5982",36593
"ZWE.5983",37134
"ZWE.5984",37134
"ZWE.5985",37134
"ZWE.5986",37465
"ZWE.5987",37465
"ZWE.5988",37465
"ZWE.5989",37465
"ZWE.5990",37465
"ZWE.5991",37465
"ZWE.5992",37465
"MOZ.5993",37465
"MOZ.5994",37465
"ZMB.5995",37465
"ZMB.5996",37465
"ZMB.5997",37465
"ZMB.5998",37465
"ZMB.5999",28439
"ZMB.6000",28439
"ZMB.6001",28439
"ZMB.6002",28439
"ZMB.6003",28439
"ZMB.6004",28439
"ZMB.6005",28439
"ZMB.6006",28439
"ZMB.6007",28439
"TZA.6008",28439
"TZA.6009",28439
"TZA.6010",28439
"TZA.6011",28439
"TZA.6012",28439
"TZA.6013",28439
"TZA.6014",28439
"TZA.6015",28439
"TZA.6016",28439
"BDI.6017",28439
"TZA.6018",35804
"RWA.6019",35804
"RWA.6020",35804
"TZA.6021",35804
"UGA.6022",35804
"UGA.6023",35804
"UGA.6024",35804
"UGA.6025",35804
"UGA.6026",35804
"COD.6027",35804
"COD.6028",28439
"COD.6029",28439
"COD.6030",28439
"SSD.6031",35804
"SSD.6032",35804
"SSD.6033",35804
"SSD.6034",35804
"SSD.6035",35804
"SSD.6036",35804
"SSD.6037",35804
"SSD.6038",35804
"SSD.6039",35804
"SSD.6040",35804
"SSD.6041",35804
"SSD.6042",35804
"SSD.6043",35804
"SDN.6044",35804
"SDN.6045",35804
"SDN.6046",35804
"SDN.6047",35804
"SDN.6048",35804
"SDN.6049",35804
"SDN.6050",35804
"SDN.6051",35804
"SDN.6052",35804
"SDN.6053",35804
"SDN.6054",35804
"SDN.6055",35804
"SDN.6056",35804
"SDN.6057",35804
"SDN.6058",35804
"SDN.6059",35804
"SDN.6060",35804
"SDN.6061",35804
"SDN.6062",35804
"SDN.6063",35804
"SDN.6064",35804
"SDN.6065",35804
"SDN.6066",35804
"SDN.6067",35804
"ZAF.6068",35682
"ZAF.6069",36043
"ZAF.6070",36227
"ZAF.6071",36227
"ZAF.6072",36231
"SWZ.6073",36231
"SWZ.6074",36231
"ZAF.6075",36232
"ZAF.6076",36232
"ZAF.6077",36232
"ZAF.6078",36593
"ZAF.6079",36593
"ZAF.6080",36593
"ZAF.6081",36593
"ZWE.6082",36593
"ZWE.6083",36593
"ZWE.6084",37134
"ZWE.6085",37134
"ZWE.6086",37134
"ZWE.6087",37134
"ZWE.6088",37134
"ZWE.6089",37134
"ZWE.6090",37465
"ZWE.6091",37465
"ZWE.6092",37465
"ZWE.6093",37465
"ZWE.6094",37465
"MOZ.6095",37465
"MOZ.6096",37465
"MOZ.6097",37465
"ZMB.6098",37465
"ZMB.6099",37465
"ZMB.6100",37465
"ZMB.6101",37465
"ZMB.6102",37465
"ZMB.6103",28439
"ZMB.6104",28439
"ZMB.6105",28439
"ZMB.6106",28439
"ZMB.6107",28439
"ZMB.6108",28439
"ZMB.6109",28439
"TZA.6110",28439
"TZA.6111",36267
"TZA.6112",36267
"TZA.6113",36267
"TZA.6114",28439
"TZA.6115",28439
"TZA.6116",28439
"TZA.6117",28439
"TZA.6118",28439
"TZA.6119",28439
"TZA.6120",28439
"TZA.6121",28439
"TZA.6122",35804
"TZA.6123",35804
"TZA.6124",35804
"UGA.6125",35804
"UGA.6126",35804
"UGA.6127",35804
"UGA.6128",35804
"UGA.6129",35804
"UGA.6130",35804
"UGA.6131",35804
"UGA.6132",35804
"UGA.6133",35804
"UGA.6134",35804
"SSD.6135",35804
"SSD.6136",35804
"SSD.6137",35804
"SSD.6138",35804
"SSD.6139",35804
"SSD.6140",35804
"SSD.6141",35804
"SSD.6142",35804
"SSD.6143",35804
"SSD.6144",35804
"SSD.6145",35804
"SSD.6146",35804
"SDN.6147",35804
"SDN.6148",35804
"SDN.6149",35804
"SDN.6150",35804
"SDN.6151",35804
"SDN.6152",35804
"SDN.6153",35804
"SDN.6154",35804
"SDN.6155",35804
"SDN.6156",35804
"SDN.6157",35804
"SDN.6158",35804
"SDN.6159",35804
"SDN.6160",35804
"SDN.6161",35804
"SDN.6162",35804
"SDN.6163",35804
"SDN.6164",35804
"SDN.6165",35804
"SDN.6166",35804
"SDN.6167",35804
"SDN.6168",35804
"SDN.6169",35804
"SDN.6170",35804
"ZAF.6171",36043
"ZAF.6172",36227
"ZAF.6173",36228
"SWZ.6174",36231
"SWZ.6175",36231
"SWZ.6176",36231
"ZAF.6177",36232
"ZAF.6178",36232
"ZAF.6179",36232
"ZAF.6180",36593
"MOZ.6181",36593
"MOZ.6182",36593
"MOZ.6183",36593
"MOZ.6184",36593
"ZWE.6185",36593
"ZWE.6186",37134
"ZWE.6187",37134
"ZWE.6188",37134
"ZWE.6189",37134
"ZWE.6190",37134
"ZWE.6191",37134
"ZWE.6192",37134
"ZWE.6193",37465
"ZWE.6194",37465
"ZWE.6195",37465
"MOZ.6196",37465
"MOZ.6197",37465
"MOZ.6198",37465
"MOZ.6199",37465
"ZMB.6200",37465
"ZMB.6201",37465
"ZMB.6202",37465
"ZMB.6203",37465
"ZMB.6204",37465
"ZMB.6205",37465
"ZMB.6206",28439
"ZMB.6207",28439
"ZMB.6208",28439
"ZMB.6209",28439
"ZMB.6210",28439
"TZA.6211",36267
"TZA.6212",36267
"TZA.6213",36267
"TZA.6214",36267
"TZA.6215",36267
"TZA.6216",28439
"TZA.6217",28439
"TZA.6218",28439
"TZA.6219",28439
"TZA.6220",28439
"TZA.6221",28439
"TZA.6222",28439
"TZA.6223",35804
"TZA.6224",35804
"TZA.6225",35804
"TZA.6226",35804
"UGA.6227",35804
"UGA.6228",35804
"UGA.6229",35804
"UGA.6230",35804
"UGA.6231",35804
"UGA.6232",35804
"UGA.6233",35804
"UGA.6234",35804
"UGA.6235",35804
"SSD.6236",35804
"SSD.6237",35804
"SSD.6238",35804
"SSD.6239",35804
"SSD.6240",35804
"SSD.6241",35804
"SSD.6242",35804
"SSD.6243",35804
"SSD.6244",35804
"SSD.6245",35804
"SSD.6246",35804
"SSD.6247",35804
"SSD.6248",35804
"SSD.6249",35804
"SDN.6250",35804
"SDN.6251",35804
"SDN.6252",35804
"SDN.6253",35804
"SDN.6254",35804
"SDN.6255",35804
"SDN.6256",35804
"SDN.6257",35804
"SDN.6258",35804
"SDN.6259",35804
"SDN.6260",35804
"SDN.6261",35804
"SDN.6262",35804
"SDN.6263",35804
"SDN.6264",35804
"SDN.6265",35804
"SDN.6266",35804
"SDN.6267",35804
"SDN.6268",35804
"SDN.6269",35804
"SDN.6270",35804
"SDN.6271",35804
"SDN.6272",35804
"ZAF.6273",36227
"ZAF.6274",36228
"ZAF.6275",36231
"MOZ.6276",36231
"MOZ.6277",36231
"MOZ.6278",36231
"MOZ.6279",36232
"MOZ.6280",36232
"MOZ.6281",36232
"MOZ.6282",36593
"MOZ.6283",36593
"MOZ.6284",36593
"MOZ.6285",36593
"MOZ.6286",36593
"ZWE.6287",37134
"ZWE.6288",37134
"ZWE.6289",37134
"ZWE.6290",37134
"ZWE.6291",37134
"ZWE.6292",37134
"ZWE.6293",37465
"ZWE.6294",37465
"ZWE.6295",37465
"ZWE.6296",37465
"MOZ.6297",37465
"MOZ.6298",37465
"MOZ.6299",37465
"MOZ.6300",37465
"ZMB.6301",37465
"ZMB.6302",37465
"ZMB.6303",37465
"ZMB.6304",37465
"ZMB.6305",37465
"ZMB.6306",37465
"ZMB.6307",37465
"ZMB.6308",37465
"ZMB.6309",28439
"ZMB.6310",28439
"ZMB.6311",28439
"TZA.6312",36267
"TZA.6313",36267
"TZA.6314",36267
"TZA.6315",36267
"TZA.6316",36267
"TZA.6317",28439
"TZA.6318",28439
"TZA.6319",28439
"TZA.6320",28439
"TZA.6321",28439
"TZA.6322",28439
"TZA.6323",28439
"TZA.6324",35804
"UGA.6325",35804
"UGA.6326",35804
"UGA.6327",35804
"UGA.6328",35804
"UGA.6329",35804
"UGA.6330",35804
"UGA.6331",35804
"SSD.6332",35804
"SSD.6333",35804
"SSD.6334",35804
"SSD.6335",35804
"SSD.6336",35804
"SSD.6337",35804
"SSD.6338",35804
"SSD.6339",35804
"SSD.6340",35804
"SSD.6341",35804
"SSD.6342",35804
"SSD.6343",35804
"SSD.6344",35804
"SSD.6345",35804
"SSD.6346",35804
"SDN.6347",35804
"SDN.6348",35804
"SDN.6349",35804
"SDN.6350",35804
"SDN.6351",35804
"SDN.6352",35804
"SDN.6353",35804
"SDN.6354",35804
"SDN.6355",35804
"SDN.6356",35804
"SDN.6357",35804
"SDN.6358",35804
"SDN.6359",35804
"SDN.6360",35804
"SDN.6361",35804
"SDN.6362",35804
"SDN.6363",35804
"SDN.6364",35804
"SDN.6365",35804
"SDN.6366",35804
"SDN.6367",35804
"SDN.6368",35804
"ZAF.6369",36229
"MOZ.6370",36230
"MOZ.6371",36231
"MOZ.6372",36232
"MOZ.6373",36232
"MOZ.6374",36232
"MOZ.6375",36593
"MOZ.6376",36593
"MOZ.6377",36593
"MOZ.6378",36593
"MOZ.6379",36593
"MOZ.6380",36593
"MOZ.6381",37134
"MOZ.6382",36962
"ZWE.6383",36962
"ZWE.6384",37134
"ZWE.6385",37134
"ZWE.6386",37134
"ZWE.6387",37465
"ZWE.6388",37465
"ZWE.6389",37465
"ZWE.6390",37465
"MOZ.6391",37465
"MOZ.6392",37465
"MOZ.6393",37465
"MOZ.6394",37465
"MOZ.6395",37465
"ZMB.6396",37465
"ZMB.6397",37465
"ZMB.6398",37465
"ZMB.6399",37465
"ZMB.6400",37465
"ZMB.6401",37465
"ZMB.6402",37465
"ZMB.6403",37465
"ZMB.6404",28439
"TZA.6405",36267
"TZA.6406",36267
"TZA.6407",36267
"TZA.6408",36267
"TZA.6409",36267
"TZA.6410",36267
"TZA.6411",28439
"TZA.6412",28439
"TZA.6413",28439
"TZA.6414",28439
"TZA.6415",28439
"TZA.6416",35804
"TZA.6417",35804
"TZA.6418",35804
"UGA.6419",35804
"UGA.6420",35804
"UGA.6421",35804
"UGA.6422",35804
"UGA.6423",35804
"UGA.6424",35804
"UGA.6425",35804
"UGA.6426",35804
"SSD.6427",35804
"SSD.6428",35804
"SSD.6429",35804
"SSD.6430",35804
"SSD.6431",35804
"SSD.6432",35804
"SSD.6433",35804
"SSD.6434",35804
"SSD.6435",35804
"SSD.6436",35804
"SSD.6437",35804
"SSD.6438",35804
"SSD.6439",35804
"SSD.6440",35804
"SSD.6441",35804
"SSD.6442",35804
"SDN.6443",35804
"SDN.6444",35804
"SDN.6445",35804
"SDN.6446",35804
"SDN.6447",35804
"SDN.6448",35804
"SDN.6449",35804
"SDN.6450",35804
"SDN.6451",35804
"SDN.6452",35804
"SDN.6453",35804
"SDN.6454",35804
"SDN.6455",35804
"SDN.6456",35804
"SDN.6457",35804
"SDN.6458",35804
"SDN.6459",35804
"SDN.6460",35804
"SDN.6461",35804
"SDN.6462",35804
"MOZ.6463",36412
"MOZ.6464",36593
"MOZ.6465",36593
"MOZ.6466",36593
"MOZ.6467",36593
"MOZ.6468",36593
"MOZ.6469",36593
"MOZ.6470",37134
"MOZ.6471",37134
"MOZ.6472",36962
"MOZ.6473",36962
"MOZ.6474",36962
"MOZ.6475",36962
"MOZ.6476",36962
"MOZ.6477",36962
"MOZ.6478",36962
"MOZ.6479",37465
"MOZ.6480",37465
"MOZ.6481",37465
"MOZ.6482",37465
"MOZ.6483",37465
"MOZ.6484",37465
"MOZ.6485",37465
"MWI.6486",37465
"MWI.6487",37465
"MWI.6488",37465
"ZMB.6489",37465
"ZMB.6490",37465
"ZMB.6491",37465
"ZMB.6492",37465
"ZMB.6493",37465
"MWI.6494",37465
"TZA.6495",37465
"TZA.6496",36267
"TZA.6497",36267
"TZA.6498",36267
"TZA.6499",36267
"TZA.6500",36267
"TZA.6501",28439
"TZA.6502",36994
"TZA.6503",36994
"TZA.6504",28439
"TZA.6505",28439
"TZA.6506",36994
"TZA.6507",35804
"TZA.6508",35804
"UGA.6509",35804
"UGA.6510",35804
"UGA.6511",35804
"UGA.6512",35804
"UGA.6513",35804
"UGA.6514",35804
"UGA.6515",35804
"UGA.6516",35804
"SSD.6517",35804
"SSD.6518",35804
"SSD.6519",35804
"SSD.6520",35804
"SSD.6521",35804
"SSD.6522",35804
"SSD.6523",35804
"SSD.6524",35804
"ETH.6525",35804
"SSD.6526",35804
"SSD.6527",35804
"SSD.6528",35804
"SSD.6529",35804
"SSD.6530",35804
"SDN.6531",35804
"SDN.6532",35804
"SDN.6533",35804
"SDN.6534",35804
"SDN.6535",35804
"SDN.6536",35804
"SDN.6537",35804
"SDN.6538",35804
"SDN.6539",35804
"SDN.6540",35804
"SDN.6541",35804
"SDN.6542",35804
"SDN.6543",35804
"SDN.6544",35804
"SDN.6545",35804
"SDN.6546",35804
"SDN.6547",35804
"SDN.6548",35804
"SDN.6549",35804
"SDN.6550",35804
"SDN.6551",35804
"SDN.6552",35804
"MOZ.6553",36593
"MOZ.6554",36593
"MOZ.6555",36593
"MOZ.6556",36593
"MOZ.6557",36593
"MOZ.6558",36593
"MOZ.6559",37134
"MOZ.6560",37134
"MOZ.6561",36960
"MOZ.6562",36962
"MOZ.6563",36962
"MOZ.6564",36962
"MOZ.6565",36962
"MOZ.6566",36962
"MOZ.6567",36962
"MOZ.6568",37465
"MOZ.6569",37465
"MOZ.6570",37465
"MOZ.6571",37465
"MOZ.6572",37465
"MOZ.6573",37465
"MWI.6574",37465
"MWI.6575",37465
"MWI.6576",37465
"MWI.6577",37465
"MWI.6578",37465
"MWI.6579",37465
"MWI.6580",37465
"MWI.6581",37465
"MWI.6582",37465
"MWI.6583",37465
"TZA.6584",37465
"TZA.6585",38428
"TZA.6586",36267
"TZA.6587",38428
"TZA.6588",36267
"TZA.6589",36267
"TZA.6590",28439
"TZA.6591",36994
"TZA.6592",36994
"TZA.6593",36994
"TZA.6594",36994
"TZA.6595",36994
"TZA.6596",35804
"TZA.6597",35804
"TZA.6598",35804
"TZA.6599",35804
"UGA.6600",35804
"UGA.6601",35804
"UGA.6602",35804
"UGA.6603",35804
"UGA.6604",35804
"UGA.6605",35804
"UGA.6606",35804
"UGA.6607",35804
"SSD.6608",35804
"SSD.6609",35804
"SSD.6610",35804
"SSD.6611",35804
"SSD.6612",35804
"SSD.6613",35804
"SSD.6614",35804
"ETH.6615",35804
"ETH.6616",35804
"SSD.6617",35804
"SSD.6618",35804
"SSD.6619",35804
"SSD.6620",35804
"SDN.6621",35804
"SDN.6622",35804
"SDN.6623",35804
"SDN.6624",35804
"SDN.6625",35804
"SDN.6626",35804
"SDN.6627",35804
"SDN.6628",35804
"SDN.6629",35804
"SDN.6630",35804
"SDN.6631",35804
"SDN.6632",35804
"SDN.6633",35804
"SDN.6634",35804
"SDN.6635",35804
"SDN.6636",35804
"SDN.6637",35804
"SDN.6638",35804
"SDN.6639",35804
"SDN.6640",35804
"SDN.6641",35804
"SDN.6642",35804
"EGY.6643",35804
"MOZ.6644",36773
"MOZ.6645",36952
"MOZ.6646",36593
"MOZ.6647",36593
"MOZ.6648",36593
"MOZ.6649",36593
"MOZ.6650",37134
"MOZ.6651",37134
"MOZ.6652",36960
"MOZ.6653",36961
"MOZ.6654",36962
"MOZ.6655",36962
"MOZ.6656",36962
"MOZ.6657",36962
"MOZ.6658",37465
"MOZ.6659",37465
"MOZ.6660",37465
"MOZ.6661",37465
"MOZ.6662",37465
"MOZ.6663",37465
"MOZ.6664",37465
"MWI.6665",37465
"MWI.6666",37465
"MWI.6667",37465
"MWI.6668",37465
"MWI.6669",37465
"MWI.6670",37465
"MWI.6671",37465
"MWI.6672",37465
"TZA.6673",38428
"TZA.6674",38428
"TZA.6675",38428
"TZA.6676",38428
"TZA.6677",38428
"TZA.6678",38428
"TZA.6679",38428
"TZA.6680",36994
"TZA.6681",36994
"TZA.6682",36994
"TZA.6683",36994
"TZA.6684",36994
"TZA.6685",36994
"TZA.6686",35804
"TZA.6687",35804
"TZA.6688",35804
"TZA.6689",35804
"KEN.6690",35804
"KEN.6691",35804
"KEN.6692",35804
"UGA.6693",35804
"UGA.6694",35804
"UGA.6695",35804
"UGA.6696",35804
"UGA.6697",35804
"UGA.6698",35804
"UGA.6699",37011
"KEN.6700",37011
"SSD.6701",37011
"SSD.6702",35804
"SSD.6703",35804
"SSD.6704",35804
"SSD.6705",35804
"ETH.6706",35804
"ETH.6707",35804
"ETH.6708",35804
"ETH.6709",35804
"ETH.6710",35804
"ETH.6711",35804
"SDN.6712",35804
"SDN.6713",35804
"SDN.6714",35804
"SDN.6715",35804
"SDN.6716",35804
"SDN.6717",35804
"SDN.6718",35804
"SDN.6719",35804
"SDN.6720",35804
"SDN.6721",35804
"SDN.6722",35804
"SDN.6723",35804
"SDN.6724",35804
"SDN.6725",35804
"SDN.6726",35804
"SDN.6727",35804
"SDN.6728",35804
"SDN.6729",35804
"SDN.6730",35804
"SDN.6731",35804
"SDN.6732",35804
"SDN.6733",35804
"SDN.6734",35804
"SDN.6735",35804
"MOZ.6736",36952
"MOZ.6737",36952
"MOZ.6738",36952
"MOZ.6739",37129
"MOZ.6740",37132
"MOZ.6741",37132
"MOZ.6742",37133
"MOZ.6743",37134
"MOZ.6744",36960
"MOZ.6745",36961
"MOZ.6746",36962
"MOZ.6747",36962
"MOZ.6748",36962
"MOZ.6749",37465
"MOZ.6750",37465
"MOZ.6751",37465
"MOZ.6752",37465
"MWI.6753",37465
"MWI.6754",37465
"MWI.6755",37465
"MWI.6756",37465
"MWI.6757",37465
"MOZ.6758",37465
"MOZ.6759",37465
"MOZ.6760",37465
"MWI.6761",37465
"TZA.6762",37465
"TZA.6763",37465
"TZA.6764",37465
"TZA.6765",38428
"TZA.6766",38428
"TZA.6767",38428
"TZA.6768",38428
"TZA.6769",38428
"TZA.6770",38428
"TZA.6771",38428
"TZA.6772",37162
"TZA.6773",37162
"TZA.6774",36994
"TZA.6775",36994
"TZA.6776",36994
"TZA.6777",36994
"TZA.6778",35804
"TZA.6779",35804
"TZA.6780",35804
"KEN.6781",35804
"KEN.6782",35804
"KEN.6783",35804
"KEN.6784",35804
"KEN.6785",35804
"KEN.6786",37509
"UGA.6787",35804
"UGA.6788",35804
"UGA.6789",37509
"KEN.6790",37011
"KEN.6791",37011
"KEN.6792",37011
"SSD.6793",37011
"SSD.6794",35804
"SSD.6795",35804
"SSD.6796",35804
"ETH.6797",35804
"ETH.6798",35804
"ETH.6799",35804
"ETH.6800",35804
"ETH.6801",35804
"ETH.6802",35804
"ETH.6803",35804
"ETH.6804",35804
"ETH.6805",35804
"SDN.6806",35804
"SDN.6807",35804
"SDN.6808",35804
"SDN.6809",35804
"SDN.6810",35804
"SDN.6811",35804
"SDN.6812",35804
"SDN.6813",35804
"SDN.6814",35804
"SDN.6815",35804
"SDN.6816",35804
"SDN.6817",35804
"SDN.6818",35804
"SDN.6819",35804
"SDN.6820",35804
"SDN.6821",35804
"SDN.6822",35804
"SDN.6823",35804
"SDN.6824",35804
"SDN.6825",35804
"SDN.6826",35804
"SDN.6827",35804
"MOZ.6828",37127
"MOZ.6829",37128
"MOZ.6830",37129
"MOZ.6831",37132
"MOZ.6832",37132
"MOZ.6833",37132
"MOZ.6834",37136
"MOZ.6835",37299
"MOZ.6836",37299
"MOZ.6837",37465
"MOZ.6838",37465
"MOZ.6839",37465
"MWI.6840",37465
"MWI.6841",37306
"MWI.6842",37465
"MWI.6843",37465
"MWI.6844",37465
"MOZ.6845",37465
"MOZ.6846",37465
"MOZ.6847",38738
"MOZ.6848",38738
"MOZ.6849",38738
"TZA.6850",38738
"TZA.6851",38738
"TZA.6852",37465
"TZA.6853",37465
"TZA.6854",38428
"TZA.6855",38428
"TZA.6856",38428
"TZA.6857",38428
"TZA.6858",38428
"TZA.6859",38428
"TZA.6860",37162
"TZA.6861",37162
"TZA.6862",37162
"TZA.6863",37162
"TZA.6864",36994
"TZA.6865",36994
"TZA.6866",36994
"TZA.6867",37498
"TZA.6868",35804
"TZA.6869",35804
"KEN.6870",35804
"KEN.6871",35804
"KEN.6872",35804
"KEN.6873",35804
"KEN.6874",35804
"KEN.6875",37509
"KEN.6876",37509
"KEN.6877",37509
"KEN.6878",37509
"KEN.6879",37509
"KEN.6880",37011
"KEN.6881",37011
"SSD.6882",37011
"SSD.6883",37011
"ETH.6884",37509
"ETH.6885",35804
"ETH.6886",35804
"ETH.6887",35804
"ETH.6888",35804
"ETH.6889",35804
"ETH.6890",35804
"ETH.6891",35804
"ETH.6892",35804
"ETH.6893",35804
"ETH.6894",35804
"ETH.6895",35804
"ETH.6896",35804
"SDN.6897",35804
"SDN.6898",35804
"SDN.6899",35804
"SDN.6900",35804
"SDN.6901",35804
"SDN.6902",35804
"SDN.6903",35804
"SDN.6904",35804
"SDN.6905",35804
"SDN.6906",35804
"SDN.6907",37209
"SDN.6908",37210
"SDN.6909",37211
"SDN.6910",35804
"SDN.6911",35804
"SDN.6912",35804
"SDN.6913",37548
"SDN.6914",37548
"SDN.6915",37548
"SDN.6916",35804
"MOZ.6917",37299
"MOZ.6918",37465
"MOZ.6919",37465
"MOZ.6920",37626
"MOZ.6921",37465
"MOZ.6922",37465
"MWI.6923",37306
"MWI.6924",37306
"MWI.6925",38738
"MOZ.6926",38738
"MOZ.6927",38738
"MOZ.6928",38738
"MOZ.6929",38738
"MOZ.6930",38738
"MOZ.6931",38738
"TZA.6932",38738
"TZA.6933",38738
"TZA.6934",37465
"TZA.6935",38428
"TZA.6936",38428
"TZA.6937",38428
"TZA.6938",38428
"TZA.6939",38428
"TZA.6940",38428
"TZA.6941",38428
"TZA.6942",38277
"TZA.6943",38277
"TZA.6944",37162
"TZA.6945",37162
"TZA.6946",37329
"TZA.6947",37329
"TZA.6948",37329
"TZA.6949",37498
"TZA.6950",37498
"KEN.6951",37498
"KEN.6952",37498
"KEN.6953",35804
"KEN.6954",37504
"KEN.6955",37504
"KEN.6956",37509
"KEN.6957",37509
"KEN.6958",37509
"KEN.6959",37509
"KEN.6960",37509
"KEN.6961",37509
"KEN.6962",37509
"KEN.6963",37509
"SSD.6964",37509
"SSD.6965",37509
"ETH.6966",37509
"ETH.6967",37509
"ETH.6968",35804
"ETH.6969",35804
"ETH.6970",35804
"ETH.6971",35804
"ETH.6972",35804
"ETH.6973",35804
"ETH.6974",35804
"ETH.6975",35804
"ETH.6976",35804
"ETH.6977",35804
