"magpiecell","basincode"
"RUS.23696",48691
"RUS.23697",48691
"RUS.23698",48691
"RUS.23699",49480
"RUS.23700",49480
"RUS.23701",49480
"RUS.23702",49480
"RUS.23703",49480
"RUS.23704",49480
"RUS.23705",49480
"RUS.23706",49480
"RUS.23707",49480
"RUS.23708",49480
"RUS.23709",49480
"RUS.23710",49480
"RUS.23711",50242
"RUS.23712",50242
"MNG.23713",50520
"RUS.23714",48691
"RUS.23715",48691
"RUS.23716",48691
"RUS.23717",48691
"RUS.23718",48691
"RUS.23719",48691
"RUS.23720",48691
"RUS.23721",48691
"RUS.23722",48691
"RUS.23723",45446
"RUS.23724",45446
"RUS.23725",45446
"RUS.23726",45446
"RUS.23727",45446
"RUS.23728",45446
"RUS.23729",45446
"RUS.23730",45446
"RUS.23731",48691
"RUS.23732",48691
"RUS.23733",48691
"RUS.23734",48691
"RUS.23735",48691
"RUS.23736",48691
"RUS.23737",48691
"RUS.23738",48691
"RUS.23739",48691
"RUS.23740",48691
"RUS.23741",48691
"RUS.23742",48691
"RUS.23743",48691
"RUS.23744",48691
"RUS.23745",48691
"RUS.23746",48691
"RUS.23747",48691
"RUS.23748",48691
"RUS.23749",48691
"RUS.23750",49480
"RUS.23751",49480
"RUS.23752",49480
"RUS.23753",49480
"RUS.23754",49480
"RUS.23755",49480
"RUS.23756",49480
"RUS.23757",49480
"RUS.23758",49480
"RUS.23759",49480
"RUS.23760",49480
"RUS.23761",49480
"RUS.23762",50242
"RUS.23763",50353
"RUS.23764",48691
"RUS.23765",48691
"RUS.23766",48691
"RUS.23767",48691
"RUS.23768",48691
"RUS.23769",48691
"RUS.23770",48691
"RUS.23771",48691
"RUS.23772",48691
"RUS.23773",45446
"RUS.23774",45446
"RUS.23775",45446
"RUS.23776",45446
"RUS.23777",45446
"RUS.23778",45446
"RUS.23779",48691
"RUS.23780",48691
"RUS.23781",48691
"RUS.23782",48691
"RUS.23783",48691
"RUS.23784",48691
"RUS.23785",48691
"RUS.23786",48691
"RUS.23787",48691
"RUS.23788",48691
"RUS.23789",48691
"RUS.23790",48691
"RUS.23791",48691
"RUS.23792",48691
"RUS.23793",48691
"RUS.23794",48691
"RUS.23795",48691
"RUS.23796",48691
"RUS.23797",48691
"RUS.23798",48691
"RUS.23799",48691
"RUS.23800",49480
"RUS.23801",49480
"RUS.23802",49480
"RUS.23803",49480
"RUS.23804",49480
"RUS.23805",49480
"RUS.23806",49480
"RUS.23807",49480
"RUS.23808",49480
"RUS.23809",49480
"RUS.23810",49480
"RUS.23811",49480
"RUS.23812",50242
"RUS.23813",50684
"RUS.23814",50865
"RUS.23815",48691
"RUS.23816",48691
"RUS.23817",48691
"RUS.23818",48691
"RUS.23819",48691
"RUS.23820",48691
"RUS.23821",48691
"RUS.23822",48691
"RUS.23823",48691
"RUS.23824",48691
"RUS.23825",45446
"RUS.23826",45446
"RUS.23827",45446
"RUS.23828",45446
"RUS.23829",48691
"RUS.23830",48691
"RUS.23831",48691
"RUS.23832",48691
"RUS.23833",48691
"RUS.23834",48691
"RUS.23835",48691
"RUS.23836",48691
"RUS.23837",48691
"RUS.23838",48691
"RUS.23839",48691
"RUS.23840",48691
"RUS.23841",48691
"RUS.23842",48691
"RUS.23843",48691
"RUS.23844",48691
"RUS.23845",48691
"RUS.23846",48691
"RUS.23847",48691
"RUS.23848",48691
"RUS.23849",48691
"RUS.23850",49480
"RUS.23851",49480
"RUS.23852",54493
"RUS.23853",49480
"RUS.23854",49480
"RUS.23855",49480
"RUS.23856",49480
"RUS.23857",49480
"RUS.23858",49480
"RUS.23859",52809
"RUS.23860",49480
"RUS.23861",50242
"RUS.23862",50242
"RUS.23863",50684
"RUS.23864",50684
"MNG.23865",50865
"RUS.23866",48691
"RUS.23867",48691
"RUS.23868",48691
"RUS.23869",48691
"RUS.23870",48691
"RUS.23871",48691
"RUS.23872",48691
"RUS.23873",48691
"RUS.23874",48691
"RUS.23875",48691
"RUS.23876",45446
"RUS.23877",45446
"RUS.23878",45446
"RUS.23879",48691
"RUS.23880",48691
"RUS.23881",48691
"RUS.23882",48691
"RUS.23883",48691
"RUS.23884",48691
"RUS.23885",48691
"RUS.23886",48691
"RUS.23887",48691
"RUS.23888",48691
"RUS.23889",48691
"RUS.23890",48691
"RUS.23891",48691
"RUS.23892",48691
"RUS.23893",48691
"RUS.23894",48691
"RUS.23895",48691
"RUS.23896",48691
"RUS.23897",48691
"RUS.23898",48691
"RUS.23899",48691
"RUS.23900",48691
"RUS.23901",49480
"RUS.23902",49480
"RUS.23903",54493
"RUS.23904",49480
"RUS.23905",49480
"RUS.23906",49480
"RUS.23907",49480
"RUS.23908",49480
"RUS.23909",52809
"RUS.23910",52809
"RUS.23911",49480
"RUS.23912",49480
"RUS.23913",50242
"RUS.23914",50684
"RUS.23915",50798
"MNG.23916",50865
"RUS.23917",48691
"RUS.23918",48691
"RUS.23919",48691
"RUS.23920",48691
"RUS.23921",48691
"RUS.23922",48691
"RUS.23923",48691
"RUS.23924",48691
"RUS.23925",48691
"RUS.23926",48691
"RUS.23927",48691
"RUS.23928",48691
"RUS.23929",48691
"RUS.23930",48691
"RUS.23931",48691
"RUS.23932",48691
"RUS.23933",48691
"RUS.23934",48691
"RUS.23935",48691
"RUS.23936",48691
"RUS.23937",48691
"RUS.23938",48691
"RUS.23939",48691
"RUS.23940",48691
"RUS.23941",48691
"RUS.23942",48691
"RUS.23943",48691
"RUS.23944",48691
"RUS.23945",48691
"RUS.23946",48691
"RUS.23947",48691
"RUS.23948",48691
"RUS.23949",48691
"RUS.23950",48691
"RUS.23951",48691
"RUS.23952",49480
"RUS.23953",54493
"RUS.23954",54493
"RUS.23955",49480
"RUS.23956",49480
"RUS.23957",49480
"RUS.23958",49480
"RUS.23959",49480
"RUS.23960",52809
"RUS.23961",52809
"RUS.23962",52809
"RUS.23963",49480
"RUS.23964",52809
"RUS.23965",51032
"RUS.23966",50916
"RUS.23967",50865
"RUS.23968",48691
"RUS.23969",48691
"RUS.23970",48691
"RUS.23971",48691
"RUS.23972",48691
"RUS.23973",48691
"RUS.23974",48691
"RUS.23975",48691
"RUS.23976",48691
"RUS.23977",48691
"RUS.23978",48691
"RUS.23979",48691
"RUS.23980",48691
"RUS.23981",48691
"RUS.23982",48691
"RUS.23983",48691
"RUS.23984",48691
"RUS.23985",48691
"RUS.23986",48691
"RUS.23987",48691
"RUS.23988",48691
"RUS.23989",48691
"RUS.23990",48691
"RUS.23991",48691
"RUS.23992",48691
"RUS.23993",48691
"RUS.23994",48691
"RUS.23995",48691
"RUS.23996",48691
"RUS.23997",48691
"RUS.23998",48691
"RUS.23999",48691
"RUS.24000",48691
"RUS.24001",48691
"RUS.24002",48691
"RUS.24003",49480
"RUS.24004",54493
"RUS.24005",54493
"RUS.24006",49480
"RUS.24007",54493
"RUS.24008",49480
"RUS.24009",49480
"RUS.24010",52809
"RUS.24011",52809
"RUS.24012",52809
"RUS.24013",52809
"RUS.24014",49480
"RUS.24015",52809
"RUS.24016",51032
"RUS.24017",51032
"RUS.24018",50865
"RUS.24019",48691
"RUS.24020",48691
"RUS.24021",48691
"RUS.24022",48691
"RUS.24023",48691
"RUS.24024",48691
"RUS.24025",48691
"RUS.24026",48691
"RUS.24027",48691
"RUS.24028",48691
"RUS.24029",48691
"RUS.24030",48691
"RUS.24031",48691
"RUS.24032",48691
"RUS.24033",48691
"RUS.24034",48691
"RUS.24035",48691
"RUS.24036",48691
"RUS.24037",48691
"RUS.24038",48691
"RUS.24039",48691
"RUS.24040",48691
"RUS.24041",48691
"RUS.24042",48691
"RUS.24043",48691
"RUS.24044",48691
"RUS.24045",48691
"RUS.24046",48691
"RUS.24047",48691
"RUS.24048",48691
"RUS.24049",48691
"RUS.24050",48691
"RUS.24051",48691
"RUS.24052",48691
"RUS.24053",48691
"RUS.24054",48691
"RUS.24055",54493
"RUS.24056",54493
"RUS.24057",54493
"RUS.24058",54493
"RUS.24059",49480
"RUS.24060",49480
"RUS.24061",52809
"RUS.24062",52809
"RUS.24063",52809
"RUS.24064",52809
"RUS.24065",49480
"RUS.24066",52809
"RUS.24067",52809
"RUS.24068",51154
"RUS.24069",50865
"RUS.24070",48691
"RUS.24071",48691
"RUS.24072",48691
"RUS.24073",48691
"RUS.24074",48691
"RUS.24075",48691
"RUS.24076",48691
"RUS.24077",48691
"RUS.24078",48691
"RUS.24079",48691
"RUS.24080",48691
"RUS.24081",48691
"RUS.24082",48691
"RUS.24083",48691
"RUS.24084",48691
"RUS.24085",48691
"RUS.24086",48691
"RUS.24087",48691
"RUS.24088",48691
"RUS.24089",48691
"RUS.24090",48691
"RUS.24091",48691
"RUS.24092",48691
"RUS.24093",48691
"RUS.24094",48691
"RUS.24095",48691
"RUS.24096",48691
"RUS.24097",48691
"RUS.24098",48691
"RUS.24099",48691
"RUS.24100",48691
"RUS.24101",48691
"RUS.24102",48691
"RUS.24103",48691
"RUS.24104",48691
"RUS.24105",48691
"RUS.24106",54493
"RUS.24107",54493
"RUS.24108",54493
"RUS.24109",54493
"RUS.24110",49480
"RUS.24111",49480
"RUS.24112",52809
"RUS.24113",52809
"RUS.24114",52809
"RUS.24115",52809
"RUS.24116",52809
"RUS.24117",52809
"RUS.24118",52809
"RUS.24119",51154
"RUS.24120",50865
"RUS.24121",50865
"RUS.24122",48691
"RUS.24123",48691
"RUS.24124",48691
"RUS.24125",48691
"RUS.24126",48691
"RUS.24127",48691
"RUS.24128",48691
"RUS.24129",48691
"RUS.24130",48691
"RUS.24131",48691
"RUS.24132",48691
"RUS.24133",48691
"RUS.24134",48691
"RUS.24135",48691
"RUS.24136",48691
"RUS.24137",48691
"RUS.24138",48691
"RUS.24139",48691
"RUS.24140",48691
"RUS.24141",48691
"RUS.24142",48691
"RUS.24143",48691
"RUS.24144",48691
"RUS.24145",48691
"RUS.24146",48691
"RUS.24147",48691
"RUS.24148",48691
"RUS.24149",48691
"RUS.24150",48691
"RUS.24151",48691
"RUS.24152",48691
"RUS.24153",48691
"RUS.24154",48691
"RUS.24155",48691
"RUS.24156",48691
"RUS.24157",48691
"RUS.24158",54493
"RUS.24159",54493
"RUS.24160",54493
"RUS.24161",54493
"RUS.24162",54493
"RUS.24163",49480
"RUS.24164",52809
"RUS.24165",52809
"RUS.24166",52809
"RUS.24167",52809
"RUS.24168",52809
"RUS.24169",52809
"RUS.24170",52809
"RUS.24171",51669
"RUS.24172",50865
"RUS.24173",48691
"RUS.24174",48691
"RUS.24175",48691
"RUS.24176",48691
"RUS.24177",48691
"RUS.24178",48691
"RUS.24179",48691
"RUS.24180",48691
"RUS.24181",48691
"RUS.24182",48691
"RUS.24183",48691
"RUS.24184",48691
"RUS.24185",48691
"RUS.24186",48691
"RUS.24187",48691
"RUS.24188",48691
"RUS.24189",48691
"RUS.24190",48691
"RUS.24191",48691
"RUS.24192",48691
"RUS.24193",48691
"RUS.24194",48691
"RUS.24195",48691
"RUS.24196",48691
"RUS.24197",48691
"RUS.24198",48691
"RUS.24199",48691
"RUS.24200",48691
"RUS.24201",48691
"RUS.24202",48691
"RUS.24203",48691
"RUS.24204",48691
"RUS.24205",48691
"RUS.24206",48691
"RUS.24207",48691
"RUS.24208",48691
"RUS.24209",54493
"RUS.24210",54493
"RUS.24211",54493
"RUS.24212",54493
"RUS.24213",54493
"RUS.24214",54493
"RUS.24215",49480
"RUS.24216",52809
"RUS.24217",52809
"RUS.24218",52809
"RUS.24219",52809
"RUS.24220",52809
"RUS.24221",52809
"RUS.24222",52809
"RUS.24223",51669
"RUS.24224",51537
"RUS.24225",50865
"RUS.24226",48691
"RUS.24227",48691
"RUS.24228",48691
"RUS.24229",48691
"RUS.24230",48691
"RUS.24231",48691
"RUS.24232",48691
"RUS.24233",48691
"RUS.24234",48691
"RUS.24235",48691
"RUS.24236",48691
"RUS.24237",48691
"RUS.24238",48691
"RUS.24239",48691
"RUS.24240",48691
"RUS.24241",48691
"RUS.24242",48691
"RUS.24243",48691
"RUS.24244",48691
"RUS.24245",48691
"RUS.24246",48691
"RUS.24247",48691
"RUS.24248",48691
"RUS.24249",48691
"RUS.24250",48691
"RUS.24251",48691
"RUS.24252",48691
"RUS.24253",48691
"RUS.24254",48691
"RUS.24255",48691
"RUS.24256",48691
"RUS.24257",48691
"RUS.24258",48691
"RUS.24259",48691
"RUS.24260",48691
"RUS.24261",48691
"RUS.24262",54493
"RUS.24263",54493
"RUS.24264",54493
"RUS.24265",54493
"RUS.24266",54493
"RUS.24267",54493
"RUS.24268",49480
"RUS.24269",52809
"RUS.24270",52809
"RUS.24271",52809
"RUS.24272",52809
"RUS.24273",52809
"RUS.24274",52809
"RUS.24275",52809
"RUS.24276",51669
"RUS.24277",51670
"RUS.24278",50865
"RUS.24279",48691
"RUS.24280",48691
"RUS.24281",48691
"RUS.24282",48691
"RUS.24283",48691
"RUS.24284",48691
"RUS.24285",48691
"RUS.24286",48691
"RUS.24287",48691
"RUS.24288",48691
"RUS.24289",48691
"RUS.24290",48691
"RUS.24291",48691
"RUS.24292",48691
"RUS.24293",48691
"RUS.24294",48691
"RUS.24295",48691
"RUS.24296",48691
"RUS.24297",48691
"RUS.24298",48691
"RUS.24299",48691
"RUS.24300",48691
"RUS.24301",48691
"RUS.24302",48691
"RUS.24303",48691
"RUS.24304",48691
"RUS.24305",48691
"RUS.24306",48691
"RUS.24307",48691
"RUS.24308",48691
"RUS.24309",48691
"RUS.24310",48691
"RUS.24311",48691
"RUS.24312",48691
"RUS.24313",48691
"RUS.24314",48691
"RUS.24315",54493
"RUS.24316",54493
"RUS.24317",54493
"RUS.24318",54493
"RUS.24319",54493
"RUS.24320",54493
"RUS.24321",49480
"RUS.24322",49480
"RUS.24323",49480
"RUS.24324",52809
"RUS.24325",52809
"RUS.24326",52809
"RUS.24327",52809
"RUS.24328",52809
"RUS.24329",51804
"RUS.24330",51805
"RUS.24331",48691
"RUS.24332",48691
"RUS.24333",48691
"RUS.24334",48691
"RUS.24335",48691
"RUS.24336",48691
"RUS.24337",48691
"RUS.24338",48691
"RUS.24339",48691
"RUS.24340",48691
"RUS.24341",48691
"RUS.24342",48691
"RUS.24343",48691
"RUS.24344",48691
"RUS.24345",48691
"RUS.24346",48691
"RUS.24347",48691
"RUS.24348",48691
"RUS.24349",48691
"RUS.24350",48691
"RUS.24351",48691
"RUS.24352",48691
"RUS.24353",48691
"RUS.24354",48691
"RUS.24355",48691
"RUS.24356",48691
"RUS.24357",48691
"RUS.24358",48691
"RUS.24359",48691
"RUS.24360",48691
"RUS.24361",48691
"RUS.24362",48691
"RUS.24363",48691
"RUS.24364",48691
"RUS.24365",48691
"RUS.24366",48691
"RUS.24367",48691
"RUS.24368",54493
"RUS.24369",54493
"RUS.24370",54493
"RUS.24371",54493
"RUS.24372",54493
"RUS.24373",54493
"RUS.24374",54493
"RUS.24375",49480
"RUS.24376",49480
"RUS.24377",52809
"RUS.24378",52809
"RUS.24379",52809
"RUS.24380",52809
"RUS.24381",52809
"RUS.24382",51937
"MNG.24383",50865
"RUS.24384",48691
"RUS.24385",48691
"RUS.24386",48691
"RUS.24387",48691
"RUS.24388",48691
"RUS.24389",48691
"RUS.24390",48691
"RUS.24391",48691
"RUS.24392",48691
"RUS.24393",48691
"RUS.24394",48691
"RUS.24395",48691
"RUS.24396",48691
"RUS.24397",48691
"RUS.24398",48691
"RUS.24399",48691
"RUS.24400",48691
"RUS.24401",48691
"RUS.24402",48691
"RUS.24403",48691
"RUS.24404",48691
"RUS.24405",48691
"RUS.24406",48691
"RUS.24407",48691
"RUS.24408",48691
"RUS.24409",48691
"RUS.24410",48691
"RUS.24411",48691
"RUS.24412",48691
"RUS.24413",48691
"RUS.24414",48691
"RUS.24415",48691
"RUS.24416",48691
"RUS.24417",48691
"RUS.24418",48691
"RUS.24419",48691
"RUS.24420",54493
"RUS.24421",54493
"RUS.24422",54493
"RUS.24423",54493
"RUS.24424",54493
"RUS.24425",54493
"RUS.24426",54493
"RUS.24427",54493
"RUS.24428",49480
"RUS.24429",54493
"RUS.24430",52809
"RUS.24431",52809
"RUS.24432",52809
"RUS.24433",52809
"RUS.24434",52809
"RUS.24435",52070
"RUS.24436",48691
"RUS.24437",48691
"RUS.24438",48691
"RUS.24439",48691
"RUS.24440",48691
"RUS.24441",48691
"RUS.24442",48691
"RUS.24443",48691
"RUS.24444",48691
"RUS.24445",48691
"RUS.24446",48691
"RUS.24447",48691
"RUS.24448",48691
"RUS.24449",48691
"RUS.24450",48691
"RUS.24451",48691
"RUS.24452",48691
"RUS.24453",48691
"RUS.24454",48691
"RUS.24455",48691
"RUS.24456",48691
"RUS.24457",48691
"RUS.24458",48691
"RUS.24459",48691
"RUS.24460",48691
"RUS.24461",48691
"RUS.24462",48691
"RUS.24463",48691
"RUS.24464",48691
"RUS.24465",48691
"RUS.24466",48691
"RUS.24467",48691
"RUS.24468",48691
"RUS.24469",48691
"RUS.24470",48691
"RUS.24471",54493
"RUS.24472",54493
"RUS.24473",54493
"RUS.24474",54493
"RUS.24475",54493
"RUS.24476",54493
"RUS.24477",54493
"RUS.24478",54493
"RUS.24479",54493
"RUS.24480",54493
"RUS.24481",54493
"RUS.24482",52809
"RUS.24483",52809
"RUS.24484",52809
"RUS.24485",52809
"RUS.24486",52809
"RUS.24487",52809
"MNG.24488",48691
"RUS.24489",48691
"RUS.24490",48691
"RUS.24491",48691
"RUS.24492",48691
"RUS.24493",48691
"RUS.24494",48691
"RUS.24495",48691
"RUS.24496",48691
"RUS.24497",48691
"RUS.24498",48691
"RUS.24499",48691
"RUS.24500",48691
"RUS.24501",48691
"RUS.24502",48691
"RUS.24503",48691
"RUS.24504",48691
"RUS.24505",48691
"RUS.24506",48691
"RUS.24507",48691
"RUS.24508",48691
"RUS.24509",48691
"RUS.24510",48691
"RUS.24511",48691
"RUS.24512",48691
"RUS.24513",48691
"RUS.24514",48691
"RUS.24515",48691
"RUS.24516",48691
"RUS.24517",48691
"RUS.24518",48691
"RUS.24519",48691
"RUS.24520",48691
"RUS.24521",54493
"RUS.24522",54493
"RUS.24523",54493
"RUS.24524",54493
"RUS.24525",54493
"RUS.24526",54493
"RUS.24527",54493
"RUS.24528",54493
"RUS.24529",54493
"RUS.24530",54493
"RUS.24531",54493
"RUS.24532",52809
"RUS.24533",52809
"RUS.24534",52809
"RUS.24535",52809
"RUS.24536",52809
"RUS.24537",52809
"RUS.24538",48691
"RUS.24539",48691
"RUS.24540",48691
"RUS.24541",48691
"RUS.24542",48691
"RUS.24543",48691
"RUS.24544",48691
"RUS.24545",48691
"RUS.24546",48691
"RUS.24547",48691
"RUS.24548",48691
"RUS.24549",48691
"RUS.24550",48691
"RUS.24551",48691
"RUS.24552",48691
"RUS.24553",48691
"RUS.24554",48691
"RUS.24555",48691
"RUS.24556",48691
"RUS.24557",48691
"RUS.24558",48691
"RUS.24559",48691
"RUS.24560",48691
"RUS.24561",48691
"RUS.24562",48691
"RUS.24563",48691
"RUS.24564",48691
"RUS.24565",48691
"RUS.24566",48691
"RUS.24567",48691
"RUS.24568",54493
"RUS.24569",54493
"RUS.24570",54493
"RUS.24571",54493
"RUS.24572",54493
"RUS.24573",54493
"RUS.24574",54493
"RUS.24575",54493
"RUS.24576",54493
"RUS.24577",54493
"RUS.24578",54493
"RUS.24579",54493
"RUS.24580",52809
"RUS.24581",52809
"RUS.24582",52809
"RUS.24583",52809
"RUS.24584",52809
"RUS.24585",52809
"RUS.24586",52506
"RUS.24587",48691
"RUS.24588",48691
"RUS.24589",48691
"RUS.24590",48691
"RUS.24591",48691
"RUS.24592",48691
"RUS.24593",48691
"RUS.24594",48691
"RUS.24595",48691
"RUS.24596",48691
"RUS.24597",48691
"RUS.24598",48691
"RUS.24599",48691
"RUS.24600",48691
"RUS.24601",48691
"RUS.24602",48691
"RUS.24603",48691
"RUS.24604",48691
"RUS.24605",48691
"RUS.24606",48691
"RUS.24607",48691
"RUS.24608",48691
"RUS.24609",48691
"RUS.24610",48691
"RUS.24611",48691
"RUS.24612",48691
"RUS.24613",48691
"RUS.24614",48691
"RUS.24615",48691
"RUS.24616",48691
"RUS.24617",54493
"RUS.24618",54493
"RUS.24619",54493
"RUS.24620",54493
"RUS.24621",54493
"RUS.24622",54493
"RUS.24623",54493
"RUS.24624",54493
"RUS.24625",54493
"RUS.24626",54493
"RUS.24627",54493
"RUS.24628",54493
"RUS.24629",52809
"RUS.24630",52809
"RUS.24631",52809
"RUS.24632",52809
"RUS.24633",52809
"RUS.24634",52809
"RUS.24635",52658
"RUS.24636",52660
"RUS.24637",48691
"RUS.24638",48691
"RUS.24639",48691
"RUS.24640",48691
"RUS.24641",48691
"RUS.24642",48691
"RUS.24643",48691
"RUS.24644",48691
"RUS.24645",48691
"RUS.24646",48691
"RUS.24647",48691
"RUS.24648",48691
"RUS.24649",48691
"RUS.24650",48691
"RUS.24651",48691
"RUS.24652",48691
"RUS.24653",48691
"RUS.24654",48691
"RUS.24655",48691
"RUS.24656",48691
"RUS.24657",48691
"RUS.24658",48691
"RUS.24659",48691
"RUS.24660",48691
"RUS.24661",48691
"RUS.24662",48691
"RUS.24663",48691
"RUS.24664",48691
"RUS.24665",48691
"RUS.24666",54493
"RUS.24667",54493
"RUS.24668",54493
"RUS.24669",54493
"RUS.24670",54493
"RUS.24671",54493
"RUS.24672",54493
"RUS.24673",54493
"RUS.24674",54493
"RUS.24675",54493
"RUS.24676",54493
"RUS.24677",54493
"RUS.24678",54493
"RUS.24679",52809
"RUS.24680",52809
"RUS.24681",52809
"RUS.24682",52809
"RUS.24683",52809
"RUS.24684",52809
"RUS.24685",52809
"RUS.24686",52811
"MNG.24687",48691
"RUS.24688",48691
"RUS.24689",48691
"RUS.24690",48691
"RUS.24691",48691
"RUS.24692",48691
"RUS.24693",48691
"RUS.24694",48691
"RUS.24695",48691
"RUS.24696",48691
"RUS.24697",48691
"RUS.24698",48691
"RUS.24699",48691
"RUS.24700",48691
"RUS.24701",48691
"RUS.24702",48691
"RUS.24703",48691
"RUS.24704",48691
"RUS.24705",48691
"RUS.24706",48691
"RUS.24707",48691
"RUS.24708",48691
"RUS.24709",48691
"RUS.24710",48691
"RUS.24711",48691
"RUS.24712",48691
"RUS.24713",48691
"RUS.24714",48691
"RUS.24715",48691
"RUS.24716",48691
"RUS.24717",54493
"RUS.24718",54493
"RUS.24719",54493
"RUS.24720",54493
"RUS.24721",54493
"RUS.24722",54493
"RUS.24723",54493
"RUS.24724",54493
"RUS.24725",54493
"RUS.24726",54493
"RUS.24727",54493
"RUS.24728",54493
"RUS.24729",54493
"RUS.24730",55058
"RUS.24731",52809
"RUS.24732",52809
"RUS.24733",52809
"RUS.24734",52809
"RUS.24735",52809
"RUS.24736",52960
"RUS.24737",52811
"RUS.24738",48691
"RUS.24739",48691
"RUS.24740",48691
"RUS.24741",48691
"RUS.24742",48691
"RUS.24743",48691
"RUS.24744",48691
"RUS.24745",48691
"RUS.24746",48691
"RUS.24747",48691
"RUS.24748",48691
"RUS.24749",48691
"RUS.24750",48691
"RUS.24751",48691
"RUS.24752",48691
"RUS.24753",48691
"RUS.24754",48691
"RUS.24755",48691
"RUS.24756",48691
"RUS.24757",48691
"RUS.24758",48691
"RUS.24759",48691
"RUS.24760",48691
"RUS.24761",48691
"RUS.24762",48691
"RUS.24763",48691
"RUS.24764",48691
"RUS.24765",48691
"RUS.24766",48691
"RUS.24767",54493
"RUS.24768",54493
"RUS.24769",54493
"RUS.24770",54493
"RUS.24771",54493
"RUS.24772",54493
"RUS.24773",54493
"RUS.24774",54493
"RUS.24775",54493
"RUS.24776",54493
"RUS.24777",54493
"RUS.24778",54493
"RUS.24779",54493
"RUS.24780",54493
"RUS.24781",55058
"RUS.24782",52809
"RUS.24783",52809
"RUS.24784",52809
"RUS.24785",52809
"RUS.24786",52809
"RUS.24787",53109
"RUS.24788",53111
"RUS.24789",53112
"RUS.24790",48691
"RUS.24791",48691
"RUS.24792",48691
"RUS.24793",48691
"RUS.24794",48691
"RUS.24795",48691
"RUS.24796",48691
"RUS.24797",48691
"RUS.24798",48691
"RUS.24799",48691
"RUS.24800",48691
"RUS.24801",48691
"RUS.24802",48691
"RUS.24803",48691
"RUS.24804",48691
"RUS.24805",48691
"RUS.24806",48691
"RUS.24807",48691
"RUS.24808",48691
"RUS.24809",48691
"RUS.24810",48691
"RUS.24811",48691
"RUS.24812",48691
"RUS.24813",48691
"RUS.24814",48691
"RUS.24815",48691
"RUS.24816",48691
"RUS.24817",48691
"RUS.24818",48691
"RUS.24819",54493
"RUS.24820",54493
"RUS.24821",54493
"RUS.24822",54493
"RUS.24823",54493
"RUS.24824",54493
"RUS.24825",54493
"RUS.24826",54493
"RUS.24827",54493
"RUS.24828",54493
"RUS.24829",54493
"RUS.24830",54493
"RUS.24831",54493
"RUS.24832",54493
"RUS.24833",54493
"RUS.24834",55058
"RUS.24835",52809
"RUS.24836",52809
"RUS.24837",52809
"RUS.24838",52809
"RUS.24839",53110
"RUS.24840",53261
"RUS.24841",53263
"RUS.24842",53112
"RUS.24843",48691
"RUS.24844",48691
"RUS.24845",48691
"RUS.24846",48691
"RUS.24847",48691
"RUS.24848",48691
"RUS.24849",48691
"RUS.24850",48691
"RUS.24851",48691
"RUS.24852",48691
"RUS.24853",48691
"RUS.24854",48691
"RUS.24855",48691
"RUS.24856",48691
"RUS.24857",48691
"RUS.24858",48691
"RUS.24859",48691
"RUS.24860",48691
"RUS.24861",48691
"RUS.24862",48691
"RUS.24863",48691
"RUS.24864",48691
"RUS.24865",48691
"RUS.24866",48691
"RUS.24867",48691
"RUS.24868",48691
"RUS.24869",48691
"RUS.24870",48691
"RUS.24871",48691
"RUS.24872",54493
"RUS.24873",54493
"RUS.24874",54493
"RUS.24875",54493
"RUS.24876",54493
"RUS.24877",54493
"RUS.24878",54493
"RUS.24879",54493
"RUS.24880",54493
"RUS.24881",54493
"RUS.24882",54493
"RUS.24883",54493
"RUS.24884",54493
"RUS.24885",54493
"RUS.24886",54493
"RUS.24887",55058
"RUS.24888",52809
"RUS.24889",52809
"RUS.24890",52809
"RUS.24891",52809
"RUS.24892",53110
"RUS.24893",53261
"RUS.24894",53416
"RUS.24895",53417
"RUS.24896",53417
"RUS.24897",53419
"RUS.24898",48691
"RUS.24899",48691
"RUS.24900",48691
"RUS.24901",48691
"RUS.24902",48691
"RUS.24903",48691
"RUS.24904",48691
"RUS.24905",48691
"RUS.24906",48691
"RUS.24907",48691
"RUS.24908",48691
"RUS.24909",48691
"RUS.24910",48691
"RUS.24911",48691
"RUS.24912",48691
"RUS.24913",48691
"RUS.24914",48691
"RUS.24915",48691
"RUS.24916",48691
"RUS.24917",48691
"RUS.24918",48691
"RUS.24919",48691
"RUS.24920",48691
"RUS.24921",48691
"RUS.24922",48691
"RUS.24923",48691
"RUS.24924",48691
"RUS.24925",48691
"RUS.24926",48691
"RUS.24927",48691
"RUS.24928",54493
"RUS.24929",54493
"RUS.24930",54493
"RUS.24931",54493
"RUS.24932",54493
"RUS.24933",54493
"RUS.24934",54493
"RUS.24935",54493
"RUS.24936",54493
"RUS.24937",54493
"RUS.24938",54493
"RUS.24939",54493
"RUS.24940",54493
"RUS.24941",54493
"RUS.24942",54493
"RUS.24943",55058
"RUS.24944",52809
"RUS.24945",52809
"RUS.24946",52809
"RUS.24947",52809
"RUS.24948",53110
"RUS.24949",53261
"RUS.24950",53573
"RUS.24951",53574
"RUS.24952",53732
"RUS.24953",53576
"RUS.24954",48691
"RUS.24955",48691
"RUS.24956",48691
"RUS.24957",48691
"RUS.24958",48691
"RUS.24959",48691
"RUS.24960",48691
"RUS.24961",48691
"RUS.24962",48691
"RUS.24963",48691
"RUS.24964",48691
"RUS.24965",48691
"RUS.24966",48691
