"cell","IPCC","IPCC_reduced"
"PRY.35269","tropical_dry","tropical_dry"
"PRY.35270","tropical_dry","tropical_dry"
"PRY.35271","tropical_dry","tropical_dry"
"PRY.35272","tropical_dry","tropical_dry"
"PRY.35351","tropical_moist","tropical_moist"
"PRY.35352","tropical_moist","tropical_moist"
"PRY.35356","tropical_moist","tropical_moist"
"PRY.35357","tropical_moist","tropical_moist"
"PRY.35358","tropical_moist","tropical_moist"
"PRY.35359","tropical_moist","tropical_moist"
"PRY.35360","tropical_moist","tropical_moist"
"PRY.35361","tropical_moist","tropical_moist"
"PRY.35362","tropical_moist","tropical_moist"
"PRY.35363","tropical_dry","tropical_dry"
"PRY.35364","tropical_dry","tropical_dry"
"PRY.35365","tropical_dry","tropical_dry"
"PRY.35441","tropical_moist","tropical_moist"
"PRY.35442","tropical_moist","tropical_moist"
"PRY.35443","tropical_moist","tropical_moist"
"PRY.35446","tropical_moist","tropical_moist"
"PRY.35447","tropical_moist","tropical_moist"
"PRY.35448","tropical_moist","tropical_moist"
"PRY.35449","tropical_moist","tropical_moist"
"PRY.35450","tropical_moist","tropical_moist"
"PRY.35451","tropical_moist","tropical_moist"
"PRY.35528","tropical_moist","tropical_moist"
"PRY.35529","tropical_moist","tropical_moist"
"PRY.35530","tropical_moist","tropical_moist"
"PRY.35531","tropical_moist","tropical_moist"
"PRY.35532","tropical_moist","tropical_moist"
"PRY.35533","tropical_moist","tropical_moist"
"PRY.35534","tropical_moist","tropical_moist"
"PRY.35535","tropical_moist","tropical_moist"
"PRY.35536","tropical_moist","tropical_moist"
"PRY.35537","tropical_moist","tropical_moist"
"PRY.35538","tropical_moist","tropical_moist"
"PRY.35611","tropical_moist","tropical_moist"
"PRY.35612","tropical_moist","tropical_moist"
"PRY.35613","tropical_moist","tropical_moist"
"PRY.35614","tropical_moist","tropical_moist"
"PRY.35615","tropical_moist","tropical_moist"
"PRY.35616","tropical_moist","tropical_moist"
"PRY.35617","tropical_moist","tropical_moist"
"PRY.35618","tropical_moist","tropical_moist"
"PRY.35619","tropical_moist","tropical_moist"
"PRY.35620","tropical_moist","tropical_moist"
"PRY.35621","tropical_moist","tropical_moist"
"PRY.35693","tropical_moist","tropical_moist"
"PRY.35694","tropical_moist","tropical_moist"
"PRY.35695","tropical_moist","tropical_moist"
"PRY.35696","tropical_moist","tropical_moist"
"PRY.35697","tropical_moist","tropical_moist"
"PRY.35698","tropical_moist","tropical_moist"
"PRY.35699","tropical_moist","tropical_moist"
"PRY.35700","tropical_moist","tropical_moist"
"PRY.35701","tropical_moist","tropical_moist"
"PRY.35702","tropical_moist","tropical_moist"
"PRY.35703","tropical_moist","tropical_moist"
"PRY.35775","tropical_moist","tropical_moist"
"PRY.35776","tropical_moist","tropical_moist"
"PRY.35777","tropical_moist","tropical_moist"
"PRY.35778","tropical_moist","tropical_moist"
"PRY.35779","tropical_moist","tropical_moist"
"PRY.35780","tropical_moist","tropical_moist"
"PRY.35781","tropical_moist","tropical_moist"
"PRY.35782","tropical_moist","tropical_moist"
"PRY.35783","tropical_moist","tropical_moist"
"PRY.35784","tropical_moist","tropical_moist"
"PRY.35858","tropical_moist","tropical_moist"
"PRY.35859","tropical_moist","tropical_moist"
"PRY.35860","tropical_moist","tropical_moist"
"PRY.35861","tropical_moist","tropical_moist"
"PRY.35862","tropical_moist","tropical_moist"
"PRY.35863","tropical_moist","tropical_moist"
"PRY.35941","tropical_moist","tropical_moist"
"PRY.35942","tropical_moist","tropical_moist"
"PRY.35943","tropical_moist","tropical_moist"
"PRY.35944","tropical_moist","tropical_moist"
"PRY.35945","tropical_moist","tropical_moist"
"PSE.39795","tropical_dry","tropical_dry"
"PSE.39796","tropical_dry","tropical_dry"
"QAT.40996","tropical_dry","tropical_dry"
"QAT.41032","tropical_dry","tropical_dry"
"QAT.41033","tropical_dry","tropical_dry"
"QAT.41034","tropical_dry","tropical_dry"
"REU.57134","tropical_moist","tropical_moist"
"ROU.15337","warm_temperate_dry","temperate_dry"
"ROU.15382","warm_temperate_dry","temperate_dry"
"ROU.15383","warm_temperate_dry","temperate_dry"
"ROU.15384","warm_temperate_dry","temperate_dry"
"ROU.15434","cool_temperate_dry","temperate_dry"
"ROU.15435","cool_temperate_dry","temperate_dry"
"ROU.15436","warm_temperate_dry","temperate_dry"
"ROU.15437","cool_temperate_dry","temperate_dry"
"ROU.15438","warm_temperate_dry","temperate_dry"
"ROU.15491","cool_temperate_dry","temperate_dry"
"ROU.15492","cool_temperate_dry","temperate_dry"
"ROU.15493","cool_temperate_dry","temperate_dry"
"ROU.15494","cool_temperate_dry","temperate_dry"
"ROU.15495","cool_temperate_dry","temperate_dry"
"ROU.15496","cool_temperate_dry","temperate_dry"
"ROU.15549","warm_temperate_dry","temperate_dry"
"ROU.15550","cool_temperate_dry","temperate_dry"
"ROU.15551","cool_temperate_dry","temperate_dry"
"ROU.15552","cool_temperate_dry","temperate_dry"
"ROU.15553","cool_temperate_dry","temperate_dry"
"ROU.15554","cool_temperate_dry","temperate_dry"
"ROU.15555","cool_temperate_dry","temperate_dry"
"ROU.15556","cool_temperate_dry","temperate_dry"
"ROU.15603","warm_temperate_dry","temperate_dry"
"ROU.15604","warm_temperate_dry","temperate_dry"
"ROU.15605","cool_temperate_dry","temperate_dry"
"ROU.15606","cool_temperate_dry","temperate_dry"
"ROU.15607","cool_temperate_dry","temperate_dry"
"ROU.15608","cool_temperate_dry","temperate_dry"
"ROU.15609","cool_temperate_dry","temperate_dry"
"ROU.15610","cool_temperate_dry","temperate_dry"
"ROU.15655","warm_temperate_dry","temperate_dry"
"ROU.15656","cool_temperate_dry","temperate_dry"
"ROU.15657","cool_temperate_dry","temperate_dry"
"ROU.15658","cool_temperate_dry","temperate_dry"
"ROU.15659","cool_temperate_dry","temperate_dry"
"ROU.15660","cool_temperate_dry","temperate_dry"
"ROU.15661","cool_temperate_dry","temperate_dry"
"ROU.15662","cool_temperate_moist","temperate_moist"
"ROU.15700","warm_temperate_dry","temperate_dry"
"ROU.15701","warm_temperate_dry","temperate_dry"
"ROU.15702","cool_temperate_dry","temperate_dry"
"ROU.15703","cool_temperate_dry","temperate_dry"
"ROU.15704","cool_temperate_dry","temperate_dry"
"ROU.15705","cool_temperate_dry","temperate_dry"
"ROU.15706","cool_temperate_dry","temperate_dry"
"ROU.15707","cool_temperate_moist","temperate_moist"
"ROU.15708","cool_temperate_moist","temperate_moist"
"ROU.15746","warm_temperate_dry","temperate_dry"
"ROU.15747","warm_temperate_dry","temperate_dry"
"ROU.15748","cool_temperate_dry","temperate_dry"
"ROU.15749","cool_temperate_dry","temperate_dry"
"ROU.15750","cool_temperate_dry","temperate_dry"
"ROU.15751","cool_temperate_dry","temperate_dry"
"ROU.15752","cool_temperate_dry","temperate_dry"
"ROU.15753","cool_temperate_moist","temperate_moist"
"ROU.15754","cool_temperate_moist","temperate_moist"
"ROU.15793","warm_temperate_dry","temperate_dry"
"ROU.15794","warm_temperate_dry","temperate_dry"
"ROU.15795","cool_temperate_dry","temperate_dry"
"ROU.15796","cool_temperate_dry","temperate_dry"
"ROU.15797","cool_temperate_dry","temperate_dry"
"ROU.15798","cool_temperate_dry","temperate_dry"
"ROU.15799","cool_temperate_moist","temperate_moist"
"ROU.15800","cool_temperate_moist","temperate_moist"
"ROU.15801","cool_temperate_moist","temperate_moist"
"ROU.15841","warm_temperate_dry","temperate_dry"
"ROU.15842","warm_temperate_dry","temperate_dry"
"ROU.15843","cool_temperate_dry","temperate_dry"
"ROU.15844","cool_temperate_dry","temperate_dry"
"ROU.15845","cool_temperate_dry","temperate_dry"
"ROU.15846","cool_temperate_dry","temperate_dry"
"ROU.15847","cool_temperate_moist","temperate_moist"
"ROU.15848","cool_temperate_moist","temperate_moist"
"ROU.15849","cool_temperate_moist","temperate_moist"
"ROU.15891","warm_temperate_dry","temperate_dry"
"ROU.15892","warm_temperate_dry","temperate_dry"
"ROU.15893","cool_temperate_dry","temperate_dry"
"ROU.15894","cool_temperate_dry","temperate_dry"
"ROU.15895","cool_temperate_dry","temperate_dry"
"ROU.15896","cool_temperate_dry","temperate_dry"
"ROU.15897","cool_temperate_dry","temperate_dry"
"ROU.15898","cool_temperate_dry","temperate_dry"
"ROU.15940","warm_temperate_dry","temperate_dry"
"ROU.15941","warm_temperate_dry","temperate_dry"
"ROU.15942","cool_temperate_dry","temperate_dry"
"ROU.15943","cool_temperate_dry","temperate_dry"
"ROU.15944","cool_temperate_dry","temperate_dry"
"ROU.15945","cool_temperate_dry","temperate_dry"
"ROU.15946","cool_temperate_dry","temperate_dry"
"ROU.15947","cool_temperate_dry","temperate_dry"
"ROU.15948","cool_temperate_dry","temperate_dry"
"ROU.15992","warm_temperate_dry","temperate_dry"
"ROU.15993","warm_temperate_dry","temperate_dry"
"ROU.15994","cool_temperate_dry","temperate_dry"
"ROU.15995","cool_temperate_dry","temperate_dry"
"ROU.15996","cool_temperate_dry","temperate_dry"
"ROU.15997","cool_temperate_dry","temperate_dry"
"ROU.15998","cool_temperate_dry","temperate_dry"
"ROU.15999","cool_temperate_dry","temperate_dry"
"ROU.16040","warm_temperate_dry","temperate_dry"
"ROU.16041","warm_temperate_dry","temperate_dry"
"ROU.16042","warm_temperate_dry","temperate_dry"
"ROU.16043","cool_temperate_dry","temperate_dry"
"ROU.16044","cool_temperate_dry","temperate_dry"
"ROU.16045","cool_temperate_dry","temperate_dry"
"ROU.16082","warm_temperate_dry","temperate_dry"
"ROU.16083","cool_temperate_dry","temperate_dry"
"ROU.16084","warm_temperate_dry","temperate_dry"
"ROU.16114","warm_temperate_dry","temperate_dry"
"ROU.16144","warm_temperate_dry","temperate_dry"
"ROU.16733","warm_temperate_dry","temperate_dry"
"ROU.16799","warm_temperate_dry","temperate_dry"
"RUS.11895","boreal_dry","temperate_dry"
"RUS.11951","boreal_dry","temperate_dry"
"RUS.12890","boreal_dry","temperate_dry"
"RUS.12987","boreal_moist","temperate_moist"
"RUS.13019","cool_temperate_moist","temperate_moist"
"RUS.15401","cool_temperate_moist","temperate_moist"
"RUS.16049","cool_temperate_moist","temperate_moist"
"RUS.16129","boreal_moist","temperate_moist"
"RUS.16155","boreal_moist","temperate_moist"
"RUS.16468","polar_moist","temperate_moist"
"RUS.16469","polar_moist","temperate_moist"
"RUS.16470","polar_moist","temperate_moist"
"RUS.16471","polar_moist","temperate_moist"
"RUS.16472","polar_moist","temperate_moist"
"RUS.16473","polar_moist","temperate_moist"
"RUS.16474","polar_moist","temperate_moist"
"RUS.16475","polar_moist","temperate_moist"
"RUS.16476","polar_moist","temperate_moist"
"RUS.16477","polar_moist","temperate_moist"
"RUS.16478","polar_moist","temperate_moist"
"RUS.16479","polar_moist","temperate_moist"
"RUS.16480","polar_moist","temperate_moist"
"RUS.16481","polar_moist","temperate_moist"
"RUS.16482","polar_moist","temperate_moist"
"RUS.16483","polar_moist","temperate_moist"
"RUS.16484","polar_moist","temperate_moist"
"RUS.16485","polar_moist","temperate_moist"
"RUS.16486","polar_moist","temperate_moist"
"RUS.16487","polar_moist","temperate_moist"
"RUS.16488","polar_moist","temperate_moist"
"RUS.16489","polar_moist","temperate_moist"
"RUS.16490","polar_moist","temperate_moist"
"RUS.16491","polar_moist","temperate_moist"
"RUS.16492","polar_moist","temperate_moist"
"RUS.16493","polar_moist","temperate_moist"
"RUS.16494","polar_moist","temperate_moist"
"RUS.16495","polar_moist","temperate_moist"
"RUS.16496","polar_moist","temperate_moist"
"RUS.16497","polar_moist","temperate_moist"
"RUS.16498","polar_moist","temperate_moist"
"RUS.16499","polar_moist","temperate_moist"
"RUS.16500","polar_moist","temperate_moist"
"RUS.16501","polar_moist","temperate_moist"
"RUS.16502","polar_moist","temperate_moist"
"RUS.16503","polar_moist","temperate_moist"
"RUS.16504","polar_moist","temperate_moist"
"RUS.16505","polar_moist","temperate_moist"
"RUS.16506","polar_moist","temperate_moist"
"RUS.16507","polar_moist","temperate_moist"
"RUS.16508","polar_moist","temperate_moist"
"RUS.16509","polar_moist","temperate_moist"
"RUS.16510","polar_moist","temperate_moist"
"RUS.16511","polar_moist","temperate_moist"
"RUS.16512","polar_moist","temperate_moist"
"RUS.16513","polar_moist","temperate_moist"
"RUS.16514","polar_moist","temperate_moist"
"RUS.16515","polar_moist","temperate_moist"
"RUS.16516","polar_moist","temperate_moist"
"RUS.16517","polar_moist","temperate_moist"
"RUS.16518","polar_moist","temperate_moist"
"RUS.16519","polar_moist","temperate_moist"
"RUS.16520","polar_moist","temperate_moist"
"RUS.16521","polar_moist","temperate_moist"
"RUS.16522","polar_moist","temperate_moist"
"RUS.16523","polar_moist","temperate_moist"
"RUS.16524","polar_moist","temperate_moist"
"RUS.16525","polar_moist","temperate_moist"
"RUS.16526","polar_moist","temperate_moist"
"RUS.16527","polar_moist","temperate_moist"
"RUS.16528","polar_moist","temperate_moist"
"RUS.16529","polar_moist","temperate_moist"
"RUS.16530","polar_moist","temperate_moist"
"RUS.16531","polar_moist","temperate_moist"
"RUS.16532","polar_moist","temperate_moist"
"RUS.16533","polar_moist","temperate_moist"
"RUS.16534","polar_moist","temperate_moist"
"RUS.16535","polar_moist","temperate_moist"
"RUS.16536","polar_moist","temperate_moist"
"RUS.16537","polar_moist","temperate_moist"
"RUS.16538","polar_moist","temperate_moist"
"RUS.16539","polar_moist","temperate_moist"
"RUS.16540","polar_moist","temperate_moist"
"RUS.16541","polar_moist","temperate_moist"
"RUS.16542","polar_moist","temperate_moist"
"RUS.16543","polar_moist","temperate_moist"
"RUS.16544","polar_moist","temperate_moist"
"RUS.16545","polar_moist","temperate_moist"
"RUS.16546","polar_moist","temperate_moist"
"RUS.16547","polar_moist","temperate_moist"
"RUS.16548","polar_moist","temperate_moist"
"RUS.16549","polar_moist","temperate_moist"
"RUS.16550","polar_moist","temperate_moist"
"RUS.16551","polar_moist","temperate_moist"
"RUS.16552","polar_moist","temperate_moist"
"RUS.16553","polar_moist","temperate_moist"
"RUS.16554","polar_moist","temperate_moist"
"RUS.16555","polar_moist","temperate_moist"
"RUS.16556","polar_moist","temperate_moist"
"RUS.16557","polar_moist","temperate_moist"
"RUS.16558","polar_moist","temperate_moist"
"RUS.16559","polar_moist","temperate_moist"
"RUS.16560","polar_moist","temperate_moist"
"RUS.16561","polar_moist","temperate_moist"
"RUS.16562","polar_moist","temperate_moist"
"RUS.16563","polar_moist","temperate_moist"
"RUS.16564","polar_moist","temperate_moist"
"RUS.16565","polar_moist","temperate_moist"
"RUS.16566","polar_moist","temperate_moist"
"RUS.16567","polar_moist","temperate_moist"
"RUS.16568","polar_moist","temperate_moist"
"RUS.16569","cool_temperate_moist","temperate_moist"
"RUS.16570","cool_temperate_moist","temperate_moist"
"RUS.16571","cool_temperate_moist","temperate_moist"
"RUS.16572","cool_temperate_moist","temperate_moist"
"RUS.16573","cool_temperate_moist","temperate_moist"
"RUS.16577","cool_temperate_moist","temperate_moist"
"RUS.16701","cool_temperate_moist","temperate_moist"
"RUS.16702","cool_temperate_moist","temperate_moist"
"RUS.16703","cool_temperate_moist","temperate_moist"
"RUS.16725","cool_temperate_moist","temperate_moist"
"RUS.16726","cool_temperate_moist","temperate_moist"
"RUS.16727","cool_temperate_moist","temperate_moist"
"RUS.16728","cool_temperate_moist","temperate_moist"
"RUS.16729","cool_temperate_moist","temperate_moist"
"RUS.16730","cool_temperate_moist","temperate_moist"
"RUS.16731","cool_temperate_moist","temperate_moist"
"RUS.16732","cool_temperate_moist","temperate_moist"
"RUS.16755","cool_temperate_moist","temperate_moist"
"RUS.16756","cool_temperate_moist","temperate_moist"
"RUS.16757","cool_temperate_moist","temperate_moist"
"RUS.16758","cool_temperate_moist","temperate_moist"
"RUS.16759","cool_temperate_moist","temperate_moist"
"RUS.16760","cool_temperate_moist","temperate_moist"
"RUS.16761","cool_temperate_moist","temperate_moist"
"RUS.16762","cool_temperate_moist","temperate_moist"
"RUS.16763","cool_temperate_moist","temperate_moist"
"RUS.16764","boreal_moist","temperate_moist"
"RUS.16786","cool_temperate_moist","temperate_moist"
"RUS.16787","cool_temperate_moist","temperate_moist"
"RUS.16788","cool_temperate_moist","temperate_moist"
"RUS.16789","cool_temperate_moist","temperate_moist"
"RUS.16790","cool_temperate_moist","temperate_moist"
"RUS.16791","cool_temperate_moist","temperate_moist"
"RUS.16792","cool_temperate_moist","temperate_moist"
"RUS.16793","cool_temperate_moist","temperate_moist"
"RUS.16794","cool_temperate_moist","temperate_moist"
"RUS.16795","cool_temperate_moist","temperate_moist"
"RUS.16796","cool_temperate_moist","temperate_moist"
"RUS.16797","boreal_moist","temperate_moist"
"RUS.16798","boreal_moist","temperate_moist"
"RUS.16821","cool_temperate_moist","temperate_moist"
"RUS.16822","cool_temperate_moist","temperate_moist"
"RUS.16823","cool_temperate_moist","temperate_moist"
"RUS.16824","cool_temperate_moist","temperate_moist"
"RUS.16825","cool_temperate_moist","temperate_moist"
"RUS.16826","cool_temperate_moist","temperate_moist"
"RUS.16827","cool_temperate_moist","temperate_moist"
"RUS.16828","cool_temperate_moist","temperate_moist"
"RUS.16829","cool_temperate_moist","temperate_moist"
"RUS.16830","cool_temperate_moist","temperate_moist"
"RUS.16831","cool_temperate_moist","temperate_moist"
"RUS.16832","boreal_moist","temperate_moist"
"RUS.16834","boreal_moist","temperate_moist"
"RUS.16835","boreal_moist","temperate_moist"
"RUS.16836","boreal_moist","temperate_moist"
"RUS.16837","boreal_moist","temperate_moist"
"RUS.16838","boreal_moist","temperate_moist"
"RUS.16859","cool_temperate_moist","temperate_moist"
"RUS.16860","cool_temperate_moist","temperate_moist"
"RUS.16861","cool_temperate_moist","temperate_moist"
"RUS.16862","cool_temperate_moist","temperate_moist"
"RUS.16863","cool_temperate_moist","temperate_moist"
"RUS.16864","cool_temperate_moist","temperate_moist"
"RUS.16865","cool_temperate_moist","temperate_moist"
"RUS.16866","cool_temperate_moist","temperate_moist"
"RUS.16867","cool_temperate_moist","temperate_moist"
"RUS.16868","cool_temperate_moist","temperate_moist"
"RUS.16869","cool_temperate_moist","temperate_moist"
"RUS.16870","cool_temperate_moist","temperate_moist"
"RUS.16871","cool_temperate_moist","temperate_moist"
"RUS.16872","boreal_moist","temperate_moist"
"RUS.16873","boreal_moist","temperate_moist"
"RUS.16874","boreal_moist","temperate_moist"
"RUS.16875","boreal_moist","temperate_moist"
"RUS.16876","boreal_moist","temperate_moist"
"RUS.16877","boreal_moist","temperate_moist"
"RUS.16878","boreal_moist","temperate_moist"
"RUS.16879","boreal_moist","temperate_moist"
"RUS.16880","boreal_moist","temperate_moist"
"RUS.16899","cool_temperate_moist","temperate_moist"
"RUS.16900","cool_temperate_moist","temperate_moist"
"RUS.16901","cool_temperate_moist","temperate_moist"
"RUS.16902","cool_temperate_moist","temperate_moist"
"RUS.16903","cool_temperate_moist","temperate_moist"
"RUS.16904","cool_temperate_moist","temperate_moist"
"RUS.16905","cool_temperate_moist","temperate_moist"
"RUS.16906","cool_temperate_moist","temperate_moist"
"RUS.16907","cool_temperate_moist","temperate_moist"
"RUS.16908","cool_temperate_moist","temperate_moist"
"RUS.16909","cool_temperate_moist","temperate_moist"
"RUS.16910","cool_temperate_moist","temperate_moist"
"RUS.16911","cool_temperate_moist","temperate_moist"
"RUS.16912","cool_temperate_moist","temperate_moist"
"RUS.16913","boreal_moist","temperate_moist"
"RUS.16914","boreal_moist","temperate_moist"
"RUS.16915","boreal_moist","temperate_moist"
"RUS.16916","boreal_moist","temperate_moist"
"RUS.16917","boreal_moist","temperate_moist"
"RUS.16918","boreal_moist","temperate_moist"
"RUS.16919","boreal_moist","temperate_moist"
"RUS.16920","boreal_moist","temperate_moist"
"RUS.16921","boreal_moist","temperate_moist"
"RUS.16938","cool_temperate_moist","temperate_moist"
"RUS.16939","cool_temperate_moist","temperate_moist"
"RUS.16940","cool_temperate_moist","temperate_moist"
"RUS.16941","cool_temperate_moist","temperate_moist"
"RUS.16942","cool_temperate_moist","temperate_moist"
"RUS.16943","cool_temperate_moist","temperate_moist"
"RUS.16944","cool_temperate_moist","temperate_moist"
"RUS.16945","cool_temperate_moist","temperate_moist"
"RUS.16946","cool_temperate_moist","temperate_moist"
"RUS.16947","cool_temperate_moist","temperate_moist"
"RUS.16948","cool_temperate_moist","temperate_moist"
"RUS.16949","cool_temperate_moist","temperate_moist"
"RUS.16950","cool_temperate_moist","temperate_moist"
"RUS.16951","cool_temperate_moist","temperate_moist"
"RUS.16952","cool_temperate_moist","temperate_moist"
"RUS.16953","cool_temperate_moist","temperate_moist"
"RUS.16954","cool_temperate_moist","temperate_moist"
"RUS.16955","boreal_moist","temperate_moist"
"RUS.16956","boreal_moist","temperate_moist"
"RUS.16957","boreal_moist","temperate_moist"
"RUS.16958","boreal_moist","temperate_moist"
"RUS.16959","boreal_moist","temperate_moist"
"RUS.16960","boreal_moist","temperate_moist"
"RUS.16961","boreal_moist","temperate_moist"
"RUS.16962","boreal_moist","temperate_moist"
"RUS.16963","boreal_moist","temperate_moist"
"RUS.16964","boreal_moist","temperate_moist"
"RUS.16976","cool_temperate_moist","temperate_moist"
"RUS.16977","cool_temperate_moist","temperate_moist"
"RUS.16980","cool_temperate_moist","temperate_moist"
"RUS.16981","cool_temperate_moist","temperate_moist"
"RUS.16982","cool_temperate_moist","temperate_moist"
"RUS.16983","cool_temperate_moist","temperate_moist"
"RUS.16984","cool_temperate_moist","temperate_moist"
"RUS.16985","cool_temperate_moist","temperate_moist"
"RUS.16986","cool_temperate_moist","temperate_moist"
"RUS.16987","cool_temperate_moist","temperate_moist"
"RUS.16988","cool_temperate_moist","temperate_moist"
"RUS.16989","cool_temperate_moist","temperate_moist"
"RUS.16990","cool_temperate_moist","temperate_moist"
"RUS.16991","cool_temperate_moist","temperate_moist"
"RUS.16992","cool_temperate_moist","temperate_moist"
"RUS.16993","cool_temperate_moist","temperate_moist"
"RUS.16994","cool_temperate_moist","temperate_moist"
"RUS.16995","cool_temperate_moist","temperate_moist"
"RUS.16996","cool_temperate_moist","temperate_moist"
"RUS.16997","cool_temperate_moist","temperate_moist"
"RUS.16998","cool_temperate_moist","temperate_moist"
"RUS.16999","cool_temperate_moist","temperate_moist"
"RUS.17000","boreal_moist","temperate_moist"
"RUS.17001","boreal_moist","temperate_moist"
"RUS.17002","boreal_moist","temperate_moist"
"RUS.17003","boreal_moist","temperate_moist"
"RUS.17004","boreal_moist","temperate_moist"
"RUS.17005","boreal_moist","temperate_moist"
"RUS.17006","boreal_moist","temperate_moist"
"RUS.17007","boreal_moist","temperate_moist"
"RUS.17008","boreal_moist","temperate_moist"
"RUS.17009","boreal_moist","temperate_moist"
"RUS.17022","cool_temperate_moist","temperate_moist"
"RUS.17023","cool_temperate_moist","temperate_moist"
"RUS.17026","cool_temperate_moist","temperate_moist"
"RUS.17027","cool_temperate_moist","temperate_moist"
"RUS.17028","cool_temperate_moist","temperate_moist"
"RUS.17029","cool_temperate_moist","temperate_moist"
"RUS.17030","cool_temperate_moist","temperate_moist"
"RUS.17031","cool_temperate_moist","temperate_moist"
"RUS.17032","cool_temperate_moist","temperate_moist"
"RUS.17033","cool_temperate_moist","temperate_moist"
"RUS.17034","cool_temperate_moist","temperate_moist"
"RUS.17035","cool_temperate_moist","temperate_moist"
"RUS.17036","cool_temperate_moist","temperate_moist"
"RUS.17037","cool_temperate_moist","temperate_moist"
"RUS.17038","cool_temperate_moist","temperate_moist"
"RUS.17039","cool_temperate_moist","temperate_moist"
"RUS.17040","cool_temperate_moist","temperate_moist"
"RUS.17041","cool_temperate_moist","temperate_moist"
"RUS.17042","cool_temperate_moist","temperate_moist"
"RUS.17043","cool_temperate_moist","temperate_moist"
"RUS.17044","cool_temperate_moist","temperate_moist"
"RUS.17045","cool_temperate_moist","temperate_moist"
"RUS.17046","boreal_moist","temperate_moist"
"RUS.17047","boreal_moist","temperate_moist"
"RUS.17048","boreal_moist","temperate_moist"
"RUS.17049","boreal_moist","temperate_moist"
"RUS.17050","boreal_moist","temperate_moist"
"RUS.17051","boreal_moist","temperate_moist"
"RUS.17052","boreal_moist","temperate_moist"
"RUS.17053","boreal_moist","temperate_moist"
"RUS.17054","boreal_moist","temperate_moist"
"RUS.17055","boreal_moist","temperate_moist"
"RUS.17069","cool_temperate_moist","temperate_moist"
"RUS.17070","cool_temperate_moist","temperate_moist"
"RUS.17071","cool_temperate_moist","temperate_moist"
"RUS.17072","cool_temperate_moist","temperate_moist"
"RUS.17073","cool_temperate_moist","temperate_moist"
"RUS.17074","cool_temperate_moist","temperate_moist"
"RUS.17075","cool_temperate_moist","temperate_moist"
"RUS.17076","cool_temperate_moist","temperate_moist"
"RUS.17077","cool_temperate_moist","temperate_moist"
"RUS.17078","cool_temperate_moist","temperate_moist"
"RUS.17079","cool_temperate_moist","temperate_moist"
"RUS.17080","cool_temperate_moist","temperate_moist"
"RUS.17081","cool_temperate_moist","temperate_moist"
"RUS.17082","cool_temperate_moist","temperate_moist"
"RUS.17083","cool_temperate_moist","temperate_moist"
"RUS.17084","cool_temperate_moist","temperate_moist"
"RUS.17085","cool_temperate_moist","temperate_moist"
"RUS.17086","cool_temperate_moist","temperate_moist"
"RUS.17087","cool_temperate_moist","temperate_moist"
"RUS.17088","cool_temperate_moist","temperate_moist"
"RUS.17089","cool_temperate_moist","temperate_moist"
"RUS.17090","cool_temperate_moist","temperate_moist"
"RUS.17091","cool_temperate_moist","temperate_moist"
"RUS.17092","cool_temperate_moist","temperate_moist"
"RUS.17093","boreal_moist","temperate_moist"
"RUS.17094","boreal_moist","temperate_moist"
"RUS.17095","boreal_moist","temperate_moist"
"RUS.17096","boreal_moist","temperate_moist"
"RUS.17097","boreal_moist","temperate_moist"
"RUS.17098","boreal_moist","temperate_moist"
"RUS.17099","boreal_moist","temperate_moist"
"RUS.17100","boreal_moist","temperate_moist"
"RUS.17101","boreal_moist","temperate_moist"
"RUS.17102","boreal_moist","temperate_moist"
"RUS.17118","cool_temperate_moist","temperate_moist"
"RUS.17119","cool_temperate_moist","temperate_moist"
"RUS.17120","cool_temperate_moist","temperate_moist"
"RUS.17121","cool_temperate_moist","temperate_moist"
"RUS.17122","cool_temperate_moist","temperate_moist"
"RUS.17123","cool_temperate_moist","temperate_moist"
"RUS.17124","cool_temperate_moist","temperate_moist"
"RUS.17125","cool_temperate_moist","temperate_moist"
"RUS.17126","cool_temperate_moist","temperate_moist"
"RUS.17127","cool_temperate_moist","temperate_moist"
"RUS.17128","cool_temperate_moist","temperate_moist"
"RUS.17129","cool_temperate_moist","temperate_moist"
"RUS.17130","cool_temperate_moist","temperate_moist"
"RUS.17131","cool_temperate_moist","temperate_moist"
"RUS.17132","cool_temperate_moist","temperate_moist"
"RUS.17133","cool_temperate_moist","temperate_moist"
"RUS.17134","cool_temperate_moist","temperate_moist"
"RUS.17135","cool_temperate_moist","temperate_moist"
"RUS.17136","cool_temperate_moist","temperate_moist"
"RUS.17137","cool_temperate_moist","temperate_moist"
"RUS.17138","cool_temperate_moist","temperate_moist"
"RUS.17139","cool_temperate_moist","temperate_moist"
"RUS.17140","cool_temperate_moist","temperate_moist"
"RUS.17141","cool_temperate_moist","temperate_moist"
"RUS.17142","cool_temperate_moist","temperate_moist"
"RUS.17143","cool_temperate_moist","temperate_moist"
"RUS.17144","boreal_moist","temperate_moist"
"RUS.17145","boreal_moist","temperate_moist"
"RUS.17146","boreal_moist","temperate_moist"
"RUS.17147","boreal_moist","temperate_moist"
"RUS.17148","boreal_moist","temperate_moist"
"RUS.17149","boreal_moist","temperate_moist"
"RUS.17150","boreal_moist","temperate_moist"
"RUS.17151","boreal_moist","temperate_moist"
"RUS.17168","cool_temperate_moist","temperate_moist"
"RUS.17169","cool_temperate_moist","temperate_moist"
