EDGEitems;iea_product;iea_flows;REMINDitems_in;REMINDitems_out;REMINDitems_tech;Weight;Comment
;BKB;AUTOCHP;pecoal;sehe;coalchp;1;
;PEAT;MAINCHP;pecoal;sehe;coalchp;1;
;PEAT;AUTOCHP;pecoal;sehe;coalchp;1;
;PEATPROD;MAINCHP;pecoal;sehe;coalchp;1;
;PEATPROD;AUTOCHP;pecoal;sehe;coalchp;1;
;GASWKSGS;MAINCHP;pecoal;sehe;coalchp;-1.6667;
;GASWKSGS;AUTOCHP;pecoal;sehe;coalchp;-1.6667;
;COKEOVGS;MAINCHP;pecoal;sehe;coalchp;-1.6667;
;COKEOVGS;AUTOCHP;pecoal;sehe;coalchp;-1.6667;
;BLFURGS;MAINCHP;pecoal;sehe;coalchp;-1.6667;
;BLFURGS;AUTOCHP;pecoal;sehe;coalchp;-1.6667;
;OGASES;MAINCHP;pecoal;sehe;coalchp;-1.6667;
;OGASES;AUTOCHP;pecoal;sehe;coalchp;-1.6667;
;NATGAS;MAINCHP;pegas;sehe;gaschp;1;
;NATGAS;AUTOCHP;pegas;sehe;gaschp;1;
;NATGAS;EPOWERPLT;pegas;sehe;gaschp;0;
;NATGAS;MAINHEAT;pegas;sehe;gashp;1;
;NATGAS;AUTOHEAT;pegas;sehe;gashp;1;
;NATGAS;EPOWERPLT;pegas;sehe;gashp;0;
;GEOTHERM;MAINHEAT;pegeo;sehe;geohe;1;
;GEOTHERM;AUTOHEAT;pegeo;sehe;geohe;1;
;GASWKSGS;MAINHEAT;pecoal;sehe;coalhp;1.6667;
;GASWKSGS;AUTOHEAT;pecoal;sehe;coalhp;1.6667;
;COKEOVGS;MAINHEAT;pecoal;sehe;coalhp;1.6667;
;COKEOVGS;AUTOHEAT;pecoal;sehe;coalhp;1.6667;
;BLFURGS;MAINHEAT;pecoal;sehe;coalhp;1.6667;
;BLFURGS;AUTOHEAT;pecoal;sehe;coalhp;1.6667;
;OGASES;MAINHEAT;pecoal;sehe;coalhp;1.6667;
;OGASES;AUTOHEAT;pecoal;sehe;coalhp;1.6667;
;INDWASTE;MAINCHP;pebiolc;sehe;biochp;1;
;INDWASTE;AUTOCHP;pebiolc;sehe;biochp;1;
;MUNWASTER;MAINCHP;pebiolc;sehe;biochp;1;
;MUNWASTER;AUTOCHP;pebiolc;sehe;biochp;1;
;MUNWASTEN;MAINCHP;pebiolc;sehe;biochp;1;
;MUNWASTEN;AUTOCHP;pebiolc;sehe;biochp;1;
;PRIMSBIO;MAINCHP;pebiolc;sehe;biochp;1;
;PRIMSBIO;AUTOCHP;pebiolc;sehe;biochp;1;
;BIOGASES;MAINCHP;pebiolc;sehe;biochp;1;
;BIOGASES;AUTOCHP;pebiolc;sehe;biochp;1;
;BIOGASOL;MAINCHP;pebiolc;sehe;biochp;1;
;BIOGASOL;AUTOCHP;pebiolc;sehe;biochp;1;
;BIODIESEL;MAINCHP;pebiolc;sehe;biochp;1;
;BIODIESEL;AUTOCHP;pebiolc;sehe;biochp;1;
;OBIOLIQ;MAINHEAT;pebiolc;sehe;biochp;1;
;OBIOLIQ;AUTOHEAT;pebiolc;sehe;biochp;1;
;INDWASTE;MAINHEAT;pebiolc;sehe;biohp;1;
;INDWASTE;AUTOHEAT;pebiolc;sehe;biohp;1;
;MUNWASTER;MAINHEAT;pebiolc;sehe;biohp;1;
;MUNWASTER;AUTOHEAT;pebiolc;sehe;biohp;1;
;MUNWASTEN;MAINHEAT;pebiolc;sehe;biohp;1;
;MUNWASTEN;AUTOHEAT;pebiolc;sehe;biohp;1;
;PRIMSBIO;MAINHEAT;pebiolc;sehe;biohp;1;
;PRIMSBIO;AUTOHEAT;pebiolc;sehe;biohp;1;
;BIOGASES;MAINHEAT;pebiolc;sehe;biohp;1;
;BIOGASES;AUTOHEAT;pebiolc;sehe;biohp;1;
;BIOGASOL;MAINHEAT;pebiolc;sehe;biohp;1;
;BIOGASOL;AUTOHEAT;pebiolc;sehe;biohp;1;
;BIODIESEL;MAINHEAT;pebiolc;sehe;biohp;1;
;BIODIESEL;AUTOHEAT;pebiolc;sehe;biohp;1;
;OBIOLIQ;MAINHEAT;pebiolc;sehe;biohp;1;
;OBIOLIQ;AUTOHEAT;pebiolc;sehe;biohp;1;
;CRNGFEED;TFC;peoil;seliq;refliq;1;
;CRUDEOIL;TFC;peoil;seliq;refliq;1;
;NGL;TFC;peoil;seliq;refliq;1;
;REFFEEDS;TFC;peoil;seliq;refliq;1;
;ADDITIVE;TFC;peoil;seliq;refliq;1;
;NONCRUDE;TFC;peoil;seliq;refliq;1;
;REFINGAS;TFC;peoil;seliq;refliq;1;
;ETHANE;TFC;peoil;seliq;refliq;1;
;LPG;TFC;peoil;seliq;refliq;1;
;NONBIOGASO;TFC;peoil;seliq;refliq;1;
;AVGAS;TFC;peoil;seliq;refliq;1;
;JETGAS;TFC;peoil;seliq;refliq;1;
;NONBIOJETK;TFC;peoil;seliq;refliq;1;
;OTHKERO;TFC;peoil;seliq;refliq;1;
;NONBIODIES;TFC;peoil;seliq;refliq;1;
;RESFUEL;TFC;peoil;seliq;refliq;1;
;NAPHTHA;TFC;peoil;seliq;refliq;1;
;WHITESP;TFC;peoil;seliq;refliq;1;
;LUBRIC;TFC;peoil;seliq;refliq;1;
;BITUMEN;TFC;peoil;seliq;refliq;1;
;PARWAX;TFC;peoil;seliq;refliq;1;
;PETCOKE;TFC;peoil;seliq;refliq;1;
;ONONSPEC;TFC;peoil;seliq;refliq;1;
;CRNGFEED;DISTLOSS;peoil;seliq;refliq;-1;
;CRUDEOIL;DISTLOSS;peoil;seliq;refliq;-1;
;NGL;DISTLOSS;peoil;seliq;refliq;-1;
;REFFEEDS;DISTLOSS;peoil;seliq;refliq;-1;
;ADDITIVE;DISTLOSS;peoil;seliq;refliq;-1;
;NONCRUDE;DISTLOSS;peoil;seliq;refliq;-1;
;REFINGAS;DISTLOSS;peoil;seliq;refliq;-1;
;ETHANE;DISTLOSS;peoil;seliq;refliq;-1;
;LPG;DISTLOSS;peoil;seliq;refliq;-1;
;NONBIOGASO;DISTLOSS;peoil;seliq;refliq;-1;
;AVGAS;DISTLOSS;peoil;seliq;refliq;-1;
;JETGAS;DISTLOSS;peoil;seliq;refliq;-1;
;NONBIOJETK;DISTLOSS;peoil;seliq;refliq;-1;
;OTHKERO;DISTLOSS;peoil;seliq;refliq;-1;
;NONBIODIES;DISTLOSS;peoil;seliq;refliq;-1;
;RESFUEL;DISTLOSS;peoil;seliq;refliq;-1;
;NAPHTHA;DISTLOSS;peoil;seliq;refliq;-1;
;WHITESP;DISTLOSS;peoil;seliq;refliq;-1;
;LUBRIC;DISTLOSS;peoil;seliq;refliq;-1;
;BITUMEN;DISTLOSS;peoil;seliq;refliq;-1;
;PARWAX;DISTLOSS;peoil;seliq;refliq;-1;
;PETCOKE;DISTLOSS;peoil;seliq;refliq;-1;
;ONONSPEC;DISTLOSS;peoil;seliq;refliq;-1;
;CRNGFEED;TOTENGY;peoil;seliq;refliq;-1;
;CRUDEOIL;TOTENGY;peoil;seliq;refliq;-1;
;NGL;TOTENGY;peoil;seliq;refliq;-1;
;REFFEEDS;TOTENGY;peoil;seliq;refliq;-1;
;ADDITIVE;TOTENGY;peoil;seliq;refliq;-1;
;NONCRUDE;TOTENGY;peoil;seliq;refliq;-1;
;REFINGAS;TOTENGY;peoil;seliq;refliq;-1;
;ETHANE;TOTENGY;peoil;seliq;refliq;-1;
;LPG;TOTENGY;peoil;seliq;refliq;-1;
;NONBIOGASO;TOTENGY;peoil;seliq;refliq;-1;
;AVGAS;TOTENGY;peoil;seliq;refliq;-1;
;JETGAS;TOTENGY;peoil;seliq;refliq;-1;
;NONBIOJETK;TOTENGY;peoil;seliq;refliq;-1;
;OTHKERO;TOTENGY;peoil;seliq;refliq;-1;
;NONBIODIES;TOTENGY;peoil;seliq;refliq;-1;
;RESFUEL;TOTENGY;peoil;seliq;refliq;-1;
;NAPHTHA;TOTENGY;peoil;seliq;refliq;-1;
;WHITESP;TOTENGY;peoil;seliq;refliq;-1;
;LUBRIC;TOTENGY;peoil;seliq;refliq;-1;
;BITUMEN;TOTENGY;peoil;seliq;refliq;-1;
;PARWAX;TOTENGY;peoil;seliq;refliq;-1;
;PETCOKE;TOTENGY;peoil;seliq;refliq;-1;
;ONONSPEC;TOTENGY;peoil;seliq;refliq;-1;
;CRNGFEED;TBLASTFUR;peoil;seliq;refliq;-1;
;CRUDEOIL;TBLASTFUR;peoil;seliq;refliq;-1;
;NGL;TBLASTFUR;peoil;seliq;refliq;-1;
;REFFEEDS;TBLASTFUR;peoil;seliq;refliq;-1;
;ADDITIVE;TBLASTFUR;peoil;seliq;refliq;-1;
;NONCRUDE;TBLASTFUR;peoil;seliq;refliq;-1;
;REFINGAS;TBLASTFUR;peoil;seliq;refliq;-1;
;ETHANE;TBLASTFUR;peoil;seliq;refliq;-1;
;LPG;TBLASTFUR;peoil;seliq;refliq;-1;
;NONBIOGASO;TBLASTFUR;peoil;seliq;refliq;-1;
;AVGAS;TBLASTFUR;peoil;seliq;refliq;-1;
;JETGAS;TBLASTFUR;peoil;seliq;refliq;-1;
;NONBIOJETK;TBLASTFUR;peoil;seliq;refliq;-1;
;OTHKERO;TBLASTFUR;peoil;seliq;refliq;-1;
;NONBIODIES;TBLASTFUR;peoil;seliq;refliq;-1;
;RESFUEL;TBLASTFUR;peoil;seliq;refliq;-1;
;NAPHTHA;TBLASTFUR;peoil;seliq;refliq;-1;
;WHITESP;TBLASTFUR;peoil;seliq;refliq;-1;
;LUBRIC;TBLASTFUR;peoil;seliq;refliq;-1;
;BITUMEN;TBLASTFUR;peoil;seliq;refliq;-1;
;PARWAX;TBLASTFUR;peoil;seliq;refliq;-1;
;PETCOKE;TBLASTFUR;peoil;seliq;refliq;-1;
;ONONSPEC;TBLASTFUR;peoil;seliq;refliq;-1;
;CRNGFEED;TCOKEOVS;peoil;seliq;refliq;-1;
;CRUDEOIL;TCOKEOVS;peoil;seliq;refliq;-1;
;NGL;TCOKEOVS;peoil;seliq;refliq;-1;
;REFFEEDS;TCOKEOVS;peoil;seliq;refliq;-1;
;ADDITIVE;TCOKEOVS;peoil;seliq;refliq;-1;
;NONCRUDE;TCOKEOVS;peoil;seliq;refliq;-1;
;REFINGAS;TCOKEOVS;peoil;seliq;refliq;-1;
;ETHANE;TCOKEOVS;peoil;seliq;refliq;-1;
;LPG;TCOKEOVS;peoil;seliq;refliq;-1;
;NONBIOGASO;TCOKEOVS;peoil;seliq;refliq;-1;
;AVGAS;TCOKEOVS;peoil;seliq;refliq;-1;
;JETGAS;TCOKEOVS;peoil;seliq;refliq;-1;
;NONBIOJETK;TCOKEOVS;peoil;seliq;refliq;-1;
;OTHKERO;TCOKEOVS;peoil;seliq;refliq;-1;
;NONBIODIES;TCOKEOVS;peoil;seliq;refliq;-1;
;RESFUEL;TCOKEOVS;peoil;seliq;refliq;-1;
;NAPHTHA;TCOKEOVS;peoil;seliq;refliq;-1;
;WHITESP;TCOKEOVS;peoil;seliq;refliq;-1;
;LUBRIC;TCOKEOVS;peoil;seliq;refliq;-1;
;BITUMEN;TCOKEOVS;peoil;seliq;refliq;-1;
;PARWAX;TCOKEOVS;peoil;seliq;refliq;-1;
;PETCOKE;TCOKEOVS;peoil;seliq;refliq;-1;
;ONONSPEC;TCOKEOVS;peoil;seliq;refliq;-1;
;CRNGFEED;EPOWERPLT;peoil;seliq;refliq;0;
;CRUDEOIL;EPOWERPLT;peoil;seliq;refliq;0;
;NGL;EPOWERPLT;peoil;seliq;refliq;0;
;REFFEEDS;EPOWERPLT;peoil;seliq;refliq;0;
;ADDITIVE;EPOWERPLT;peoil;seliq;refliq;0;
;NONCRUDE;EPOWERPLT;peoil;seliq;refliq;0;
;REFINGAS;EPOWERPLT;peoil;seliq;refliq;0;
;ETHANE;EPOWERPLT;peoil;seliq;refliq;0;
;LPG;EPOWERPLT;peoil;seliq;refliq;0;
;NONBIOGASO;EPOWERPLT;peoil;seliq;refliq;0;
;AVGAS;EPOWERPLT;peoil;seliq;refliq;0;
;JETGAS;EPOWERPLT;peoil;seliq;refliq;0;
;NONBIOJETK;EPOWERPLT;peoil;seliq;refliq;0;
;OTHKERO;EPOWERPLT;peoil;seliq;refliq;0;
;NONBIODIES;EPOWERPLT;peoil;seliq;refliq;0;
;RESFUEL;EPOWERPLT;peoil;seliq;refliq;0;
;NAPHTHA;EPOWERPLT;peoil;seliq;refliq;0;
;WHITESP;EPOWERPLT;peoil;seliq;refliq;0;
;LUBRIC;EPOWERPLT;peoil;seliq;refliq;0;
;BITUMEN;EPOWERPLT;peoil;seliq;refliq;0;
;PARWAX;EPOWERPLT;peoil;seliq;refliq;0;
;PETCOKE;EPOWERPLT;peoil;seliq;refliq;0;
;ONONSPEC;EPOWERPLT;peoil;seliq;refliq;0;
;COKCOAL;TCOALLIQ;pecoal;seliq;refliq;1;
;BITCOAL;TCOALLIQ;pecoal;seliq;refliq;1;
;NATGAS;TGTL;pegas;seliq;refliq;1;
;BIOGASOL;TFC;pebiolc;seliq;bioethl;1;
;BIOGASOL;TOTENGY;pebiolc;seliq;bioethl;-1;
;BIODIESEL;TFC;pebioil;seliq;biodiesel;1;
;BIODIESEL;TOTENGY;pebioil;seliq;biodiesel;-1;
;OBIOLIQ;TFC;pebiolc;seliq;bioethl;1;
;OBIOLIQ;TOTENGY;pebiolc;seliq;bioethl;-1;
;GASWKSGS;AUTOCHP;pecoal;seso;coaltr;1.6667;
;COKEOVGS;AUTOCHP;pecoal;seso;coaltr;1.6667;
;BLFURGS;AUTOCHP;pecoal;seso;coaltr;1.6667;
;OGASES;AUTOCHP;pecoal;seso;coaltr;1.6667;
;GASWKSGS;AUTOELEC;pecoal;seso;coaltr;1.6667;
;COKEOVGS;AUTOELEC;pecoal;seso;coaltr;1.6667;
;BLFURGS;AUTOELEC;pecoal;seso;coaltr;1.6667;
;OGASES;AUTOELEC;pecoal;seso;coaltr;1.6667;
;GASWKSGS;AUTOHEAT;pecoal;seso;coaltr;1.6667;
;COKEOVGS;AUTOHEAT;pecoal;seso;coaltr;1.6667;
;BLFURGS;AUTOHEAT;pecoal;seso;coaltr;1.6667;
;OGASES;AUTOHEAT;pecoal;seso;coaltr;1.6667;
;HARDCOAL;DISTLOSS;pecoal;seso;coaltr;-1;
;BROWN;DISTLOSS;pecoal;seso;coaltr;-1;
;ANTCOAL;DISTLOSS;pecoal;seso;coaltr;-1;
;COKCOAL;DISTLOSS;pecoal;seso;coaltr;-1;
;BITCOAL;DISTLOSS;pecoal;seso;coaltr;-1;
;SUBCOAL;DISTLOSS;pecoal;seso;coaltr;-1;
;LIGNITE;DISTLOSS;pecoal;seso;coaltr;-1;
;PATFUEL;DISTLOSS;pecoal;seso;coaltr;-1;
;OVENCOKE;DISTLOSS;pecoal;seso;coaltr;-1;
;GASCOKE;DISTLOSS;pecoal;seso;coaltr;-1;
;COALTAR;DISTLOSS;pecoal;seso;coaltr;-1;
;BKB;DISTLOSS;pecoal;seso;coaltr;-1;
;PEAT;DISTLOSS;pecoal;seso;coaltr;-1;
;PEATPROD;DISTLOSS;pecoal;seso;coaltr;-1;
;HARDCOAL;EMINES;pecoal;seso;d_coal2all;-1;
;BROWN;EMINES;pecoal;seso;d_coal2all;-1;
;ANTCOAL;EMINES;pecoal;seso;d_coal2all;-1;
;COKCOAL;EMINES;pecoal;seso;d_coal2all;-1;
;BITCOAL;EMINES;pecoal;seso;d_coal2all;-1;
;SUBCOAL;EMINES;pecoal;seso;d_coal2all;-1;
;LIGNITE;EMINES;pecoal;seso;d_coal2all;-1;
;PATFUEL;EMINES;pecoal;seso;d_coal2all;-1;
;OVENCOKE;EMINES;pecoal;seso;d_coal2all;-1;
;GASCOKE;EMINES;pecoal;seso;d_coal2all;-1;
;COALTAR;EMINES;pecoal;seso;d_coal2all;-1;
;BKB;EMINES;pecoal;seso;d_coal2all;-1;
;PEAT;EMINES;pecoal;seso;d_coal2all;-1;
;PEATPROD;EMINES;pecoal;seso;d_coal2all;-1;
;INDWASTE;DISTLOSS;pebiolc;seso;biotr;-1;
;MUNWASTER;DISTLOSS;pebiolc;seso;biotr;-1;
;MUNWASTEN;DISTLOSS;pebiolc;seso;biotr;-1;
;PRIMSBIO;DISTLOSS;pebiolc;seso;biotr;-1;
;CHARCOAL;DISTLOSS;pebiolc;seso;biotr;-1;
;HARDCOAL;ECOKEOVS;pecoal;seso;coaltr;-1;
;BROWN;ECOKEOVS;pecoal;seso;coaltr;-1;
;ANTCOAL;ECOKEOVS;pecoal;seso;coaltr;-1;
;COKCOAL;ECOKEOVS;pecoal;seso;coaltr;-1;
;BITCOAL;ECOKEOVS;pecoal;seso;coaltr;-1;
;SUBCOAL;ECOKEOVS;pecoal;seso;coaltr;-1;
;LIGNITE;ECOKEOVS;pecoal;seso;coaltr;-1;
;PATFUEL;ECOKEOVS;pecoal;seso;coaltr;-1;
;OVENCOKE;ECOKEOVS;pecoal;seso;coaltr;-1;
;GASCOKE;ECOKEOVS;pecoal;seso;coaltr;-1;
;COALTAR;ECOKEOVS;pecoal;seso;coaltr;-1;
;BKB;ECOKEOVS;pecoal;seso;coaltr;-1;
;PEAT;ECOKEOVS;pecoal;seso;coaltr;-1;
;GASWKSGS;MAINCHP;pecoal;seso;coaltr;1.6667;
;COKEOVGS;MAINCHP;pecoal;seso;coaltr;1.6667;
;BLFURGS;MAINCHP;pecoal;seso;coaltr;1.6667;
;OGASES;MAINCHP;pecoal;seso;coaltr;1.6667;
;GASWKSGS;MAINELEC;pecoal;seso;coaltr;1.6667;
;COKEOVGS;MAINELEC;pecoal;seso;coaltr;1.6667;
;BLFURGS;MAINELEC;pecoal;seso;coaltr;1.6667;
;OGASES;MAINELEC;pecoal;seso;coaltr;1.6667;
;GASWKSGS;MAINHEAT;pecoal;seso;coaltr;1.6667;
;COKEOVGS;MAINHEAT;pecoal;seso;coaltr;1.6667;
;BLFURGS;MAINHEAT;pecoal;seso;coaltr;1.6667;
;OGASES;MAINHEAT;pecoal;seso;coaltr;1.6667;
;HARDCOAL;TBLASTFUR;pecoal;seso;coaltr;-1;
;BROWN;TBLASTFUR;pecoal;seso;coaltr;-1;
;ANTCOAL;TBLASTFUR;pecoal;seso;coaltr;-1;
;COKCOAL;TBLASTFUR;pecoal;seso;coaltr;-1;
;BITCOAL;TBLASTFUR;pecoal;seso;coaltr;-1;
;SUBCOAL;TBLASTFUR;pecoal;seso;coaltr;-1;
;LIGNITE;TBLASTFUR;pecoal;seso;coaltr;-1;
;PATFUEL;TBLASTFUR;pecoal;seso;coaltr;-1;
;OVENCOKE;TBLASTFUR;pecoal;seso;coaltr;-1;
;GASCOKE;TBLASTFUR;pecoal;seso;coaltr;-1;
;COALTAR;TBLASTFUR;pecoal;seso;coaltr;-1;
;BKB;TBLASTFUR;pecoal;seso;coaltr;-1;
;PEAT;TBLASTFUR;pecoal;seso;coaltr;-1;
;CHARCOAL;TCHARCOAL;pebiolc;seso;biotr;-1;
;HARDCOAL;TCOKEOVS;pecoal;seso;coaltr;-1;
;BROWN;TCOKEOVS;pecoal;seso;coaltr;-1;
;ANTCOAL;TCOKEOVS;pecoal;seso;coaltr;-1;
;COKCOAL;TCOKEOVS;pecoal;seso;coaltr;-1;
;BITCOAL;TCOKEOVS;pecoal;seso;coaltr;-1;
;SUBCOAL;TCOKEOVS;pecoal;seso;coaltr;-1;
;LIGNITE;TCOKEOVS;pecoal;seso;coaltr;-1;
;PATFUEL;TCOKEOVS;pecoal;seso;coaltr;-1;
;OVENCOKE;TCOKEOVS;pecoal;seso;coaltr;-1;
;GASCOKE;TCOKEOVS;pecoal;seso;coaltr;-1;
;COALTAR;TCOKEOVS;pecoal;seso;coaltr;-1;
;BKB;TCOKEOVS;pecoal;seso;coaltr;-1;
;PEAT;TCOKEOVS;pecoal;seso;coaltr;-1;
;HARDCOAL;TFC;pecoal;seso;coaltr;1;
;BROWN;TFC;pecoal;seso;coaltr;1;
;ANTCOAL;TFC;pecoal;seso;coaltr;1;
;COKCOAL;TFC;pecoal;seso;coaltr;1;
;BITCOAL;TFC;pecoal;seso;coaltr;1;
;SUBCOAL;TFC;pecoal;seso;coaltr;1;
;LIGNITE;TFC;pecoal;seso;coaltr;1;
;PATFUEL;TFC;pecoal;seso;coaltr;1;
;OVENCOKE;TFC;pecoal;seso;coaltr;1;
;GASCOKE;TFC;pecoal;seso;coaltr;1;
;COALTAR;TFC;pecoal;seso;coaltr;1;
;BKB;TFC;pecoal;seso;coaltr;1;
;PEAT;TFC;pecoal;seso;coaltr;1;
;PEATPROD;TFC;pecoal;seso;coaltr;1;
;INDWASTE;TFC;pebiolc;seso;biotr;1;
;MUNWASTER;TFC;pebiolc;seso;biotr;1;
;MUNWASTEN;TFC;pebiolc;seso;biotr;1;
;PRIMSBIO;TFC;pebiolc;seso;biotr;1;
;CHARCOAL;TFC;pebiolc;seso;biotr;1;
;INDWASTE;ENONSPEC;pebiolc;seso;biotr;-1;
;MUNWASTER;ENONSPEC;pebiolc;seso;biotr;-1;
;MUNWASTEN;ENONSPEC;pebiolc;seso;biotr;-1;
;PRIMSBIO;ENONSPEC;pebiolc;seso;biotr;-1;
;CHARCOAL;ENONSPEC;pebiolc;seso;biotr;-1;
;HARDCOAL;TGASWKS;pecoal;seso;coaltr;-1;
;BROWN;TGASWKS;pecoal;seso;coaltr;-1;
;ANTCOAL;TGASWKS;pecoal;seso;coaltr;-1;
;COKCOAL;TGASWKS;pecoal;seso;coaltr;-1;
;BITCOAL;TGASWKS;pecoal;seso;coaltr;-1;
;SUBCOAL;TGASWKS;pecoal;seso;coaltr;-1;
;LIGNITE;TGASWKS;pecoal;seso;coaltr;-1;
;PATFUEL;TGASWKS;pecoal;seso;coaltr;-1;
;OVENCOKE;TGASWKS;pecoal;seso;coaltr;-1;
;GASCOKE;TGASWKS;pecoal;seso;coaltr;-1;
;COALTAR;TGASWKS;pecoal;seso;coaltr;-1;
;BKB;TGASWKS;pecoal;seso;coaltr;-1;
;PEAT;TGASWKS;pecoal;seso;coaltr;-1;
