"Nr","version","scenario","foodgroup","parent","functional_form_income","functional_form_z","functional_merging_add","z","gdp_scen","pop_scen","z_scen","calibration_type","calibration_start","calibration_end","para_1","para_2","para_3","para_4","para_5","para_6","R2","R2adj","start_1","start_2","start_3","start_4","start_5","start_6"
"125","new","SSP1","cassav_sp","rootsTubers","y~a + b*x^c",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","new","SSP1","potato","rootsTubers","y~(a * x)/(b + x)",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","new","SSP1","potato","rootsTubers","y~a/x + b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","new","SSP1","potato","rootsTubers","y~a * x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","new","SSP1","potato","rootsTubers","y~a + x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","new","SSP1","potato","rootsTubers","y~a + b*x^c",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","new","SSP1","cerealRest","staples","y~(a * x)/(b + x)",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","new","SSP1","cerealRest","staples","y~a/x + b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","new","SSP1","cerealRest","staples","y~a * x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","new","SSP1","cerealRest","staples","y~a + x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","new","SSP1","cerealRest","staples","y~a + b*x^c",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","new","SSP1","cereals","cerealRest","y~(a * x)/(b + x)",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","new","SSP1","cereals","cerealRest","y~a/x + b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","new","SSP1","cereals","cerealRest","y~a * x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","new","SSP1","cereals","cerealRest","y~a + x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","new","SSP1","cereals","cerealRest","y~a + b*x^c",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","new","SSP1","maiz","cereals","y~(a * x)/(b + x)",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","new","SSP1","maiz","cereals","y~a/x + b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","new","SSP1","maiz","cereals","y~a * x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","new","SSP1","maiz","cereals","y~a + x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","new","SSP1","maiz","cereals","y~a + b*x^c",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","new","SSP1","rapeseed","cereals","y~(a * x)/(b + x)",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","new","SSP1","rapeseed","cereals","y~a/x + b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","new","SSP1","rapeseed","cereals","y~a * x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","new","SSP1","rapeseed","cereals","y~a + x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","new","SSP1","rapeseed","cereals","y~a + b*x^c",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","new","SSP1","tece","cereals","y~(a * x)/(b + x)",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","new","SSP1","tece","cereals","y~a/x + b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","new","SSP1","tece","cereals","y~a * x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","new","SSP1","tece","cereals","y~a + x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","new","SSP1","tece","cereals","y~a + b*x^c",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","new","SSP1","trce","cereals","y~(a * x)/(b + x)",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","new","SSP1","trce","cereals","y~a/x + b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","new","SSP1","trce","cereals","y~a * x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","new","SSP1","trce","cereals","y~a + x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","new","SSP1","trce","cereals","y~a + b*x^c",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","new","SSP1","rest","cerealRest","y~(a * x)/(b + x)",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","new","SSP1","rest","cerealRest","y~a/x + b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","new","SSP1","rest","cerealRest","y~a * x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","new","SSP1","rest","cerealRest","y~a + x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","new","SSP1","rest","cerealRest","y~a + b*x^c",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","new","SSP1","groundnut","rest","y~(a * x)/(b + x)",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","new","SSP1","groundnut","rest","y~a/x + b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","new","SSP1","groundnut","rest","y~a * x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","new","SSP1","groundnut","rest","y~a + x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","new","SSP1","groundnut","rest","y~a + b*x^c",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","new","SSP1","puls_pro","rest","y~(a * x)/(b + x)",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","new","SSP1","puls_pro","rest","y~a/x + b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","new","SSP1","puls_pro","rest","y~a * x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","new","SSP1","puls_pro","rest","y~a + x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","new","SSP1","puls_pro","rest","y~a + b*x^c",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","new","SSP1","rapeseed","rest","y~(a * x)/(b + x)",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","new","SSP1","rapeseed","rest","y~a/x + b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","new","SSP1","rapeseed","rest","y~a * x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","new","SSP1","rapeseed","rest","y~a + x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","new","SSP1","rapeseed","rest","y~a + b*x^c",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","new","SSP1","soybean","rest","y~(a * x)/(b + x)",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","new","SSP1","soybean","rest","y~a/x + b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","new","SSP1","soybean","rest","y~a * x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","new","SSP1","soybean","rest","y~a + x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","new","SSP1","soybean","rest","y~a + b*x^c",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","new","SSP1","sunflower","rest","y~(a * x)/(b + x)",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","new","SSP1","sunflower","rest","y~a/x + b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","new","SSP1","sunflower","rest","y~a * x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","new","SSP1","sunflower","rest","y~a + x^b",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","new","SSP1","sunflower","rest","y~a + b*x^c",NA,"1",NA,"SSP1","SSP1","SSP1","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","new","SSP2","livestock","totalintake","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191.v2017-06-09","v2017-06-09","SSP2","livestock","totalintake","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.333298195401666","3506.48576243667",NA,NA,NA,NA,"0.420758061924043","0.420655377659183",NA,NA,NA,NA,NA,NA
"192","new","SSP2","livestock","totalintake","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192.v2017-06-09","v2017-06-09","SSP2","livestock","totalintake","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-115.392195345433","0.245318685048554",NA,NA,NA,NA,"0.230785487662405","0.230649126288121",NA,NA,NA,NA,NA,NA
"193","new","SSP2","livestock","totalintake","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193.v2017-06-09","v2017-06-09","SSP2","livestock","totalintake","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.0136316764873356","0.303478004543577",NA,NA,NA,NA,"0.429790212371724","0.429689129268084",NA,NA,NA,NA,NA,NA
"194","new","SSP2","livestock","totalintake","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194.v2017-06-09","v2017-06-09","SSP2","livestock","totalintake","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-1.23850256500441","0.0419961632176967",NA,NA,NA,NA,"0.426931542802385","0.426829952932291",NA,NA,NA,NA,NA,NA
"195","new","SSP2","livestock","totalintake","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195.v2017-06-09","v2017-06-09","SSP2","livestock","totalintake","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"196","new","SSP2","fish","livestock","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196.v2017-06-09","v2017-06-09","SSP2","fish","livestock","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"197","new","SSP2","fish","livestock","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197.v2017-06-09","v2017-06-09","SSP2","fish","livestock","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","26.6345381598928","0.0520931628004765",NA,NA,NA,NA,"0.0521032533730784","0.0519349179536809",NA,NA,NA,NA,NA,NA
"198","new","SSP2","fish","livestock","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198.v2017-06-09","v2017-06-09","SSP2","fish","livestock","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.179809777336052","-0.124714964460445",NA,NA,NA,NA,"0.070047443370628","0.0698822946303279",NA,NA,NA,NA,NA,NA
"199","new","SSP2","fish","livestock","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199.v2017-06-09","v2017-06-09","SSP2","fish","livestock","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-0.880186642013065","-0.00695773262878901",NA,NA,NA,NA,"0.0678772760321139","0.0677117418953767",NA,NA,NA,NA,NA,NA
"200","new","SSP2","fish","livestock","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200.v2017-06-09","v2017-06-09","SSP2","fish","livestock","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"201","new","SSP2","landanimals","livestock","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201.v2017-06-09","v2017-06-09","SSP2","landanimals","livestock","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.94814871958621","29.9078768539789",NA,NA,NA,NA,"0.054023988427809","0.0538559941085811",NA,NA,NA,NA,NA,NA
"202","new","SSP2","landanimals","livestock","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202.v2017-06-09","v2017-06-09","SSP2","landanimals","livestock","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-26.6345388796047","0.947906837246549",NA,NA,NA,NA,"0.0521032533730785","0.0519349179536811",NA,NA,NA,NA,NA,NA
"203","new","SSP2","landanimals","livestock","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203.v2017-06-09","v2017-06-09","SSP2","landanimals","livestock","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.884820838107451","0.00682106526425242",NA,NA,NA,NA,"0.0675413848994891","0.0673757911123998",NA,NA,NA,NA,NA,NA
"204","new","SSP2","landanimals","livestock","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204.v2017-06-09","v2017-06-09","SSP2","landanimals","livestock","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-0.115431204922307","0.0060831305981947",NA,NA,NA,NA,"0.0675597899220237","0.0673941994034519",NA,NA,NA,NA,NA,NA
"205","new","SSP2","landanimals","livestock","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205.v2017-06-09","v2017-06-09","SSP2","landanimals","livestock","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"206","new","SSP2","ruminants","landanimals","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206.v2017-06-09","v2017-06-09","SSP2","ruminants","landanimals","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.709303336093694","-85.3052814541199",NA,NA,NA,NA,"0.000863283460753197","0.000685848419634483",NA,NA,NA,NA,NA,NA
"207","new","SSP2","ruminants","landanimals","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207.v2017-06-09","v2017-06-09","SSP2","ruminants","landanimals","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","91.8022114709278","0.703135420350064",NA,NA,NA,NA,"0.00290357357530441","0.00272650086594106",NA,NA,NA,NA,NA,NA
"208","new","SSP2","ruminants","landanimals","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208.v2017-06-09","v2017-06-09","SSP2","ruminants","landanimals","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","1.16972093336663","-0.052666329223777",NA,NA,NA,NA,"0.0210191223674002","0.02084526676846",NA,NA,NA,NA,NA,NA
"209","new","SSP2","ruminants","landanimals","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209.v2017-06-09","v2017-06-09","SSP2","ruminants","landanimals","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.211620925649499","-0.0735249244052996",NA,NA,NA,NA,"0.0206458294762967","0.0204719075848878",NA,NA,NA,NA,NA,NA
"210","new","SSP2","ruminants","landanimals","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210.v2017-06-09","v2017-06-09","SSP2","ruminants","landanimals","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"211","new","SSP2","livst_milk","ruminants","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211.v2017-06-09","v2017-06-09","SSP2","livst_milk","ruminants","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.617558747079307","208.022661669581",NA,NA,NA,NA,"0.156655860794858","0.156506092700522",NA,NA,NA,NA,NA,NA
"212","new","SSP2","livst_milk","ruminants","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212.v2017-06-09","v2017-06-09","SSP2","livst_milk","ruminants","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-85.8823647253718","0.611502442286325",NA,NA,NA,NA,"0.135111367151372","0.134957773005954",NA,NA,NA,NA,NA,NA
"213","new","SSP2","livst_milk","ruminants","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213.v2017-06-09","v2017-06-09","SSP2","livst_milk","ruminants","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.325881452080033","0.0652000101117694",NA,NA,NA,NA,"0.182853669696819","0.182708554028145",NA,NA,NA,NA,NA,NA
"214","new","SSP2","livst_milk","ruminants","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214.v2017-06-09","v2017-06-09","SSP2","livst_milk","ruminants","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-0.712218766952599","0.0290837756016428",NA,NA,NA,NA,"0.184050408505308","0.183905505363504",NA,NA,NA,NA,NA,NA
"215","new","SSP2","livst_milk","ruminants","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215.v2017-06-09","v2017-06-09","SSP2","livst_milk","ruminants","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"216","new","SSP2","livst_rum","ruminants","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216.v2017-06-09","v2017-06-09","SSP2","livst_rum","ruminants","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.395720013311578","-128.286761166746",NA,NA,NA,NA,"0.0956723443615566","0.0955117463051477",NA,NA,NA,NA,NA,NA
"217","new","SSP2","livst_rum","ruminants","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217.v2017-06-09","v2017-06-09","SSP2","livst_rum","ruminants","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","85.8823640733871","0.388497557724581",NA,NA,NA,NA,"0.135111367151372","0.134957773005954",NA,NA,NA,NA,NA,NA
"218","new","SSP2","livst_rum","ruminants","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218.v2017-06-09","v2017-06-09","SSP2","livst_rum","ruminants","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.895382877268911","-0.0867844607345735",NA,NA,NA,NA,"0.186242753340357","0.186098239533456",NA,NA,NA,NA,NA,NA
